classifier,author,vectorizer,ngram type,ngram range,max_df,min_df,max_f,num_f,scaler,f1-score,type
kNN,CelioMagno,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.486185882128188,Split
SVM,CelioMagno,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.4868965517241379,Split
RandomForest,CelioMagno,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.4864240807772909,Split
Logit,DomenicoVenier,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.4802047114896277,Split
kNN,DomenicoVenier,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.5122331959854911,Split
SVM,DomenicoVenier,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.5032580191033169,Split
RandomForest,DomenicoVenier,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.6324822780037794,Split
Logit,GiorgioGradenigo,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.4970705482207512,Split
kNN,GiorgioGradenigo,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.4970705482207512,Split
SVM,GiorgioGradenigo,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.4970705482207512,Split
RandomForest,GiorgioGradenigo,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.4970705482207512,Split
Logit,MaffioVenier,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.48877669785510225,Split
kNN,MaffioVenier,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.48854240669921545,Split
SVM,MaffioVenier,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.48877669785510225,Split
RandomForest,MaffioVenier,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.48877669785510225,Split
Logit,MarcoStecchini,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.49387755102040815,Split
kNN,MarcoStecchini,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.49387755102040815,Split
SVM,MarcoStecchini,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.49387755102040815,Split
RandomForest,MarcoStecchini,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.49387755102040815,Split
Logit,MarcoVenier,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.4970705482207512,Split
kNN,MarcoVenier,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.4970705482207512,Split
SVM,MarcoVenier,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.4970705482207512,Split
RandomForest,MarcoVenier,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.4970705482207512,Split
Logit,MuzioManfredi,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.4838110648790261,Split
kNN,MuzioManfredi,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.4830924714676777,Split
SVM,MuzioManfredi,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.4838110648790261,Split
RandomForest,MuzioManfredi,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.4838110648790261,Split
Logit,OrsattoGiustinian,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.46346129055062774,Split
kNN,OrsattoGiustinian,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.5649640240914723,Split
SVM,OrsattoGiustinian,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.46294414552481217,Split
RandomForest,OrsattoGiustinian,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.46294414552481217,Split
Logit,Petrarca,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.4759270674126717,Split
kNN,Petrarca,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.6148262541764039,Split
SVM,Petrarca,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.5058185678400624,Split
RandomForest,Petrarca,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.4537730275226644,Split
Logit,PietroBembo,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.4809300078695371,Split
kNN,PietroBembo,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.5443684788541149,Split
SVM,PietroBembo,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.4809300078695371,Split
RandomForest,PietroBembo,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.516495929422148,Split
Logit,ValerioSali,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.48854240669921545,Split
kNN,ValerioSali,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.5189254988335615,Split
SVM,ValerioSali,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.48854240669921545,Split
RandomForest,ValerioSali,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.48854240669921545,Split
Logit,VeronicaFranco,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.5327076691743673,Split
kNN,VeronicaFranco,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.7106313562915852,Split
SVM,VeronicaFranco,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.6239567940786187,Split
RandomForest,VeronicaFranco,TfIdf,Char,Trigrams,0.9,0.2,1000,511,L2,0.4550434702333437,Split
Logit,AntonGiacomoCorso,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.5196483214681188,Split
kNN,AntonGiacomoCorso,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.48666031625071443,Split
RandomForest,AntonGiacomoCorso,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.48666031625071443,Split
SVM,AntonGiacomoCorso,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.48666031625071443,Split
Logit,BartolomeoZacco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4988772115667161,Split
kNN,BartolomeoZacco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4988772115667161,Split
RandomForest,BartolomeoZacco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4988772115667161,Split
SVM,BartolomeoZacco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4988772115667161,Split
Logit,CelioMagno,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.5022843606847042,Split
kNN,CelioMagno,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4868965517241379,Split
RandomForest,CelioMagno,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4864240807772909,Split
SVM,CelioMagno,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4868965517241379,Split
Logit,DomenicoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.6710313029018274,Split
kNN,DomenicoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4802047114896277,Split
RandomForest,DomenicoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.622512436221155,Split
SVM,DomenicoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4802047114896277,Split
Logit,GiorgioGradenigo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4970705482207512,Split
kNN,GiorgioGradenigo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4970705482207512,Split
RandomForest,GiorgioGradenigo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4970705482207512,Split
SVM,GiorgioGradenigo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4970705482207512,Split
Logit,MaffioVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.5967692967730356,Split
kNN,MaffioVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.48877669785510225,Split
RandomForest,MaffioVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.48877669785510225,Split
SVM,MaffioVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.48877669785510225,Split
Logit,MarcoStecchini,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.49387755102040815,Split
kNN,MarcoStecchini,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.49387755102040815,Split
RandomForest,MarcoStecchini,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.49387755102040815,Split
SVM,MarcoStecchini,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.49387755102040815,Split
Logit,MarcoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4970705482207512,Split
kNN,MarcoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4970705482207512,Split
RandomForest,MarcoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4970705482207512,Split
SVM,MarcoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4970705482207512,Split
Logit,MuzioManfredi,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.5099008679883278,Split
kNN,MuzioManfredi,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4838110648790261,Split
RandomForest,MuzioManfredi,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4838110648790261,Split
SVM,MuzioManfredi,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4838110648790261,Split
Logit,OrsattoGiustinian,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.6117557300622928,Split
kNN,OrsattoGiustinian,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.46346129055062774,Split
RandomForest,OrsattoGiustinian,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4632027180377199,Split
SVM,OrsattoGiustinian,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4632027180377199,Split
Logit,Petrarca,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.705083590191979,Split
kNN,Petrarca,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4647952840837828,Split
RandomForest,Petrarca,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.44477611940298506,Split
SVM,Petrarca,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.44477611940298506,Split
Logit,PietroBembo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.5792426367461431,Split
kNN,PietroBembo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4809300078695371,Split
RandomForest,PietroBembo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.516495929422148,Split
SVM,PietroBembo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4809300078695371,Split
Logit,ValerioSali,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.5072851254544389,Split
kNN,ValerioSali,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.48854240669921545,Split
RandomForest,ValerioSali,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.48854240669921545,Split
SVM,ValerioSali,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.48854240669921545,Split
Logit,VeronicaFranco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.8034114764665378,Split
kNN,VeronicaFranco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.47384425535245206,Split
RandomForest,VeronicaFranco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.441720581150866,Split
SVM,VeronicaFranco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,StandardScaler,0.4462154462154462,Split
Logit,AntonGiacomoCorso,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.48666031625071443,Split
kNN,AntonGiacomoCorso,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.5035511526004953,Split
SVM,AntonGiacomoCorso,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.48666031625071443,Split
RandomForest,AntonGiacomoCorso,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.48666031625071443,Split
Logit,BartolomeoZacco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4988772115667161,Split
kNN,BartolomeoZacco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4988772115667161,Split
RandomForest,BartolomeoZacco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4988772115667161,Split
SVM,BartolomeoZacco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4988772115667161,Split
Logit,CelioMagno,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4868965517241379,Split
kNN,CelioMagno,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.5025212496449144,Split
SVM,CelioMagno,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4868965517241379,Split
RandomForest,CelioMagno,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4864240807772909,Split
Logit,DomenicoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4802047114896277,Split
kNN,DomenicoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.5500045949755651,Split
SVM,DomenicoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.503641186399807,Split
RandomForest,DomenicoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.6320075771084354,Split
Logit,GiorgioGradenigo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4970705482207512,Split
kNN,GiorgioGradenigo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4970705482207512,Split
SVM,GiorgioGradenigo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4970705482207512,Split
RandomForest,GiorgioGradenigo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4970705482207512,Split
Logit,MaffioVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.48877669785510225,Split
kNN,MaffioVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.6405685801043625,Split
SVM,MaffioVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.48877669785510225,Split
RandomForest,MaffioVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.48877669785510225,Split
Logit,MarcoStecchini,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.49387755102040815,Split
kNN,MarcoStecchini,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.49387755102040815,Split
SVM,MarcoStecchini,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.49387755102040815,Split
RandomForest,MarcoStecchini,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.49387755102040815,Split
Logit,MarcoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4970705482207512,Split
kNN,MarcoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4970705482207512,Split
SVM,MarcoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4970705482207512,Split
RandomForest,MarcoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4970705482207512,Split
Logit,MuzioManfredi,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4838110648790261,Split
kNN,MuzioManfredi,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.5462042948774792,Split
SVM,MuzioManfredi,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4838110648790261,Split
RandomForest,MuzioManfredi,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4973684748620271,Split
Logit,OrsattoGiustinian,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.46346129055062774,Split
kNN,OrsattoGiustinian,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.6209268488582923,Split
SVM,OrsattoGiustinian,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4632027180377199,Split
RandomForest,OrsattoGiustinian,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.46294414552481217,Split
Logit,Petrarca,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.44477611940298506,Split
kNN,Petrarca,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.5196286708917254,Split
SVM,Petrarca,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4630960200144097,Split
RandomForest,Petrarca,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.44944217626367416,Split
Logit,PietroBembo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4809300078695371,Split
kNN,PietroBembo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4923300929385508,Split
SVM,PietroBembo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.4809300078695371,Split
RandomForest,PietroBembo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.516905787335377,Split
Logit,ValerioSali,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.48854240669921545,Split
kNN,ValerioSali,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.5135343318122431,Split
SVM,ValerioSali,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.48854240669921545,Split
RandomForest,ValerioSali,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.48854240669921545,Split
Logit,VeronicaFranco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.441720581150866,Split
kNN,VeronicaFranco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.6402989334349,Split
SVM,VeronicaFranco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.5550509754291317,Split
RandomForest,VeronicaFranco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L1,0.45473208435844764,Split
Logit,AntonGiacomoCorso,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.48666031625071443,Split
kNN,AntonGiacomoCorso,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.5671474675624053,Split
SVM,AntonGiacomoCorso,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.48666031625071443,Split
RandomForest,AntonGiacomoCorso,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.48666031625071443,Split
Logit,BartolomeoZacco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.4988772115667161,Split
kNN,BartolomeoZacco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.4988772115667161,Split
RandomForest,BartolomeoZacco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.4988772115667161,Split
SVM,BartolomeoZacco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.4988772115667161,Split
Logit,CelioMagno,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.4868965517241379,Split
kNN,CelioMagno,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.5188553074727481,Split
SVM,CelioMagno,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.4868965517241379,Split
RandomForest,CelioMagno,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.4864240807772909,Split
Logit,DomenicoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.4802047114896277,Split
kNN,DomenicoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.5513420275145137,Split
SVM,DomenicoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.503641186399807,Split
RandomForest,DomenicoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.6320075771084354,Split
Logit,GiorgioGradenigo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.4970705482207512,Split
kNN,GiorgioGradenigo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.4968437991442051,Split
RandomForest,GiorgioGradenigo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.4970705482207512,Split
SVM,GiorgioGradenigo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.4970705482207512,Split
Logit,MaffioVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.48877669785510225,Split
kNN,MaffioVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.7108861788742664,Split
SVM,MaffioVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.48877669785510225,Split
RandomForest,MaffioVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.48877669785510225,Split
Logit,MarcoStecchini,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.49387755102040815,Split
kNN,MarcoStecchini,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.49387755102040815,Split
SVM,MarcoStecchini,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.49387755102040815,Split
RandomForest,MarcoStecchini,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.49387755102040815,Split
Logit,MarcoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.4970705482207512,Split
kNN,MarcoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.4968437991442051,Split
RandomForest,MarcoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.4970705482207512,Split
SVM,MarcoVenier,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.4970705482207512,Split
Logit,MuzioManfredi,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.4838110648790261,Split
kNN,MuzioManfredi,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.5109265492838957,Split
SVM,MuzioManfredi,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.4838110648790261,Split
RandomForest,MuzioManfredi,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.4973684748620271,Split
Logit,OrsattoGiustinian,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.46346129055062774,Split
kNN,OrsattoGiustinian,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.6431291031012295,Split
SVM,OrsattoGiustinian,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.4632027180377199,Split
RandomForest,OrsattoGiustinian,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.46294414552481217,Split
Logit,Petrarca,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.44477611940298506,Split
kNN,Petrarca,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.6267991459447017,Split
SVM,Petrarca,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.45865799443095306,Split
RandomForest,Petrarca,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.44477611940298506,Split
Logit,PietroBembo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.4809300078695371,Split
kNN,PietroBembo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.5623275927073396,Split
SVM,PietroBembo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.4809300078695371,Split
RandomForest,PietroBembo,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.516905787335377,Split
Logit,ValerioSali,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.48854240669921545,Split
kNN,ValerioSali,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.5225715321669098,Split
SVM,ValerioSali,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.48854240669921545,Split
RandomForest,ValerioSali,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.48854240669921545,Split
Logit,VeronicaFranco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.46382001786531296,Split
kNN,VeronicaFranco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.7772512465012941,Split
SVM,VeronicaFranco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.5365285252401577,Split
RandomForest,VeronicaFranco,TfIdf,Char,Trigrams,1.0,0.0,None,3409,L2,0.45509681259181595,Split
Logit,AntonGiacomoCorso,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.6054789313909538,Split
kNN,AntonGiacomoCorso,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.48547257678711286,Split
SVM,AntonGiacomoCorso,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.48666031625071443,Split
RandomForest,AntonGiacomoCorso,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.48666031625071443,Split
Logit,BartolomeoZacco,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.4988772115667161,Split
kNN,BartolomeoZacco,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.4988772115667161,Split
SVM,BartolomeoZacco,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.4988772115667161,Split
RandomForest,BartolomeoZacco,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.4988772115667161,Split
Logit,CelioMagno,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.5001933926001841,Split
kNN,CelioMagno,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.4868965517241379,Split
SVM,CelioMagno,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.4868965517241379,Split
RandomForest,CelioMagno,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.4864240807772909,Split
Logit,DomenicoVenier,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.7085883394710444,Split
kNN,DomenicoVenier,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.4802047114896277,Split
SVM,DomenicoVenier,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.5032580191033169,Split
RandomForest,DomenicoVenier,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.6060715450706041,Split
Logit,GiorgioGradenigo,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.4970705482207512,Split
kNN,GiorgioGradenigo,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.4970705482207512,Split
SVM,GiorgioGradenigo,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.4970705482207512,Split
RandomForest,GiorgioGradenigo,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.4970705482207512,Split
Logit,MaffioVenier,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.6740425997134295,Split
kNN,MaffioVenier,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.48877669785510225,Split
SVM,MaffioVenier,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.48877669785510225,Split
RandomForest,MaffioVenier,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.48877669785510225,Split
Logit,MarcoStecchini,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.49387755102040815,Split
kNN,MarcoStecchini,TfIdf,Char,Trigrams,1.0,0.0,1000,1000,StandardScaler,0.49387755102040815,Split
