classifier,author,vectorizer,ngram type,ngram range,max_df,min_df,max_f,num_f,scaler,f1-score,type
RandomForest,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.48666031625071443,Split
Logit,BartolomeoZacco,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.4988772115667161,Split
kNN,BartolomeoZacco,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.4988772115667161,Split
SVM,BartolomeoZacco,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.4988772115667161,Split
RandomForest,BartolomeoZacco,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.4988772115667161,Split
Logit,CelioMagno,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.4868965517241379,Split
kNN,CelioMagno,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.5037873880739189,Split
SVM,CelioMagno,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.4868965517241379,Split
RandomForest,CelioMagno,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.4864240807772909,Split
Logit,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.4802047114896277,Split
kNN,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.5105955850116884,Split
SVM,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.49153978164822726,Split
RandomForest,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.6305833624004827,Split
Logit,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.4970705482207512,Split
kNN,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.4970705482207512,Split
SVM,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.4970705482207512,Split
RandomForest,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.4970705482207512,Split
Logit,MaffioVenier,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.48877669785510225,Split
kNN,MaffioVenier,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.508608755109281,Split
SVM,MaffioVenier,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.48877669785510225,Split
RandomForest,MaffioVenier,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.48877669785510225,Split
Logit,MarcoStecchini,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.49387755102040815,Split
kNN,MarcoStecchini,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.49387755102040815,Split
SVM,MarcoStecchini,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.49387755102040815,Split
RandomForest,MarcoStecchini,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.49387755102040815,Split
Logit,MarcoVenier,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.4970705482207512,Split
kNN,MarcoVenier,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.4970705482207512,Split
SVM,MarcoVenier,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.4970705482207512,Split
RandomForest,MarcoVenier,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.4970705482207512,Split
Logit,MuzioManfredi,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.4838110648790261,Split
kNN,MuzioManfredi,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.4835721991061797,Split
SVM,MuzioManfredi,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.4838110648790261,Split
RandomForest,MuzioManfredi,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.4838110648790261,Split
Logit,OrsattoGiustinian,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.46346129055062774,Split
kNN,OrsattoGiustinian,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.5298426377777786,Split
SVM,OrsattoGiustinian,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.46294414552481217,Split
RandomForest,OrsattoGiustinian,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.46294414552481217,Split
Logit,Petrarca,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.5010621500715214,Split
kNN,Petrarca,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.6264605344524649,Split
SVM,Petrarca,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.5423881491609793,Split
RandomForest,Petrarca,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.44477611940298506,Split
Logit,PietroBembo,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.4809300078695371,Split
kNN,PietroBembo,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.5338401826979481,Split
SVM,PietroBembo,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.4809300078695371,Split
RandomForest,PietroBembo,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.5051875498802874,Split
Logit,ValerioSali,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.48854240669921545,Split
kNN,ValerioSali,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.5535799723922206,Split
SVM,ValerioSali,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.48854240669921545,Split
RandomForest,ValerioSali,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.48854240669921545,Split
Logit,VeronicaFranco,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.5281473005094933,Split
kNN,VeronicaFranco,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.700593122827188,Split
SVM,VeronicaFranco,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.6715090330542769,Split
RandomForest,VeronicaFranco,Count,Char,Trigrams,1.0,0.2,None,512,L2,0.45948415342152843,Split
Logit,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.5996486210871685,Split
kNN,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.5141762804908165,Split
SVM,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.48666031625071443,Split
RandomForest,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.48666031625071443,Split
Logit,BartolomeoZacco,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.4988772115667161,Split
kNN,BartolomeoZacco,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.4988772115667161,Split
SVM,BartolomeoZacco,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.4988772115667161,Split
RandomForest,BartolomeoZacco,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.4988772115667161,Split
Logit,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.5084610011229578,Split
kNN,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.4868965517241379,Split
SVM,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.4868965517241379,Split
RandomForest,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.4864240807772909,Split
Logit,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.7037672828719578,Split
kNN,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.47996181712908625,Split
SVM,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.49153978164822726,Split
RandomForest,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.5867218112322591,Split
Logit,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.4970705482207512,Split
kNN,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.4970705482207512,Split
SVM,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.4970705482207512,Split
RandomForest,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.4970705482207512,Split
Logit,MaffioVenier,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.6987390523096693,Split
kNN,MaffioVenier,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.48877669785510225,Split
SVM,MaffioVenier,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.48877669785510225,Split
RandomForest,MaffioVenier,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.48877669785510225,Split
Logit,MarcoStecchini,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.4931861269097803,Split
kNN,MarcoStecchini,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.49387755102040815,Split
SVM,MarcoStecchini,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.49387755102040815,Split
RandomForest,MarcoStecchini,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.49387755102040815,Split
Logit,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.4970705482207512,Split
kNN,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.4970705482207512,Split
SVM,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.4970705482207512,Split
RandomForest,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.4970705482207512,Split
Logit,MuzioManfredi,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.6369050767306929,Split
kNN,MuzioManfredi,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.4823705335747887,Split
SVM,MuzioManfredi,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.4838110648790261,Split
RandomForest,MuzioManfredi,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.4838110648790261,Split
Logit,OrsattoGiustinian,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.6589413482867277,Split
kNN,OrsattoGiustinian,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.46294339712390653,Split
SVM,OrsattoGiustinian,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.46294414552481217,Split
RandomForest,OrsattoGiustinian,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.46294414552481217,Split
Logit,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.7046215177126024,Split
kNN,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.48483107056296154,Split
SVM,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.4764146581634465,Split
RandomForest,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.44944217626367416,Split
Logit,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.6278982736350852,Split
kNN,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.523066629996833,Split
SVM,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.4809300078695371,Split
RandomForest,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.5395225464190981,Split
Logit,ValerioSali,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.5692804663877132,Split
kNN,ValerioSali,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.5083744639533943,Split
SVM,ValerioSali,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.48854240669921545,Split
RandomForest,ValerioSali,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.48854240669921545,Split
Logit,VeronicaFranco,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.7673143758826969,Split
kNN,VeronicaFranco,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.514214938712222,Split
SVM,VeronicaFranco,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.5736073553316101,Split
RandomForest,VeronicaFranco,Count,Char,Trigrams,1.0,0.2,1000,512,StandardScaler,0.44616126433905084,Split
Logit,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.48666031625071443,Split
kNN,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.48666031625071443,Split
SVM,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.48666031625071443,Split
RandomForest,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.48666031625071443,Split
Logit,BartolomeoZacco,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4988772115667161,Split
kNN,BartolomeoZacco,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4988772115667161,Split
SVM,BartolomeoZacco,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4988772115667161,Split
RandomForest,BartolomeoZacco,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4988772115667161,Split
Logit,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4868965517241379,Split
kNN,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4868965517241379,Split
SVM,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4868965517241379,Split
RandomForest,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4864240807772909,Split
Logit,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4802047114896277,Split
kNN,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.5006081075384895,Split
SVM,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.5149762565584067,Split
RandomForest,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.6305833624004827,Split
Logit,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4970705482207512,Split
kNN,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4970705482207512,Split
SVM,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4970705482207512,Split
RandomForest,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4970705482207512,Split
Logit,MaffioVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.48877669785510225,Split
kNN,MaffioVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.48854240669921545,Split
SVM,MaffioVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.48877669785510225,Split
RandomForest,MaffioVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.48877669785510225,Split
Logit,MarcoStecchini,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.49387755102040815,Split
kNN,MarcoStecchini,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.49387755102040815,Split
SVM,MarcoStecchini,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.49387755102040815,Split
RandomForest,MarcoStecchini,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.49387755102040815,Split
Logit,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4970705482207512,Split
kNN,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4970705482207512,Split
SVM,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4970705482207512,Split
RandomForest,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4970705482207512,Split
Logit,MuzioManfredi,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4838110648790261,Split
kNN,MuzioManfredi,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4835721991061797,Split
SVM,MuzioManfredi,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4838110648790261,Split
RandomForest,MuzioManfredi,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4838110648790261,Split
Logit,OrsattoGiustinian,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.46346129055062774,Split
kNN,OrsattoGiustinian,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.5409827426434936,Split
SVM,OrsattoGiustinian,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.46294414552481217,Split
RandomForest,OrsattoGiustinian,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4632027180377199,Split
Logit,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.44477611940298506,Split
kNN,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.6335233758603503,Split
SVM,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.5616616166856986,Split
RandomForest,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.45410823312436327,Split
Logit,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4809300078695371,Split
kNN,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.5118447228442863,Split
SVM,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.4809300078695371,Split
RandomForest,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.5270660219395021,Split
Logit,ValerioSali,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.48854240669921545,Split
kNN,ValerioSali,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.5840440496562315,Split
SVM,ValerioSali,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.48854240669921545,Split
RandomForest,ValerioSali,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.48854240669921545,Split
Logit,VeronicaFranco,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.441720581150866,Split
kNN,VeronicaFranco,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.6801951444749127,Split
SVM,VeronicaFranco,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.6807745901008992,Split
RandomForest,VeronicaFranco,Count,Char,Trigrams,1.0,0.2,1000,512,L1,0.45937933467712816,Split
Logit,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.48666031625071443,Split
kNN,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.5035511526004953,Split
SVM,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.48666031625071443,Split
RandomForest,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.48666031625071443,Split
Logit,BartolomeoZacco,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.4988772115667161,Split
kNN,BartolomeoZacco,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.4988772115667161,Split
SVM,BartolomeoZacco,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.4988772115667161,Split
RandomForest,BartolomeoZacco,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.4988772115667161,Split
Logit,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.4868965517241379,Split
kNN,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.5037873880739189,Split
SVM,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.4868965517241379,Split
RandomForest,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.4864240807772909,Split
Logit,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.4802047114896277,Split
kNN,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.5105955850116884,Split
SVM,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.49153978164822726,Split
RandomForest,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.622512436221155,Split
Logit,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.4970705482207512,Split
kNN,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.4970705482207512,Split
SVM,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.4970705482207512,Split
RandomForest,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.4970705482207512,Split
Logit,MaffioVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.48877669785510225,Split
kNN,MaffioVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.508608755109281,Split
SVM,MaffioVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.48877669785510225,Split
RandomForest,MaffioVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.48877669785510225,Split
Logit,MarcoStecchini,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.49387755102040815,Split
kNN,MarcoStecchini,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.49387755102040815,Split
SVM,MarcoStecchini,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.49387755102040815,Split
RandomForest,MarcoStecchini,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.49387755102040815,Split
Logit,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.4970705482207512,Split
kNN,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.4970705482207512,Split
SVM,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.4970705482207512,Split
RandomForest,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.4970705482207512,Split
Logit,MuzioManfredi,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.4838110648790261,Split
kNN,MuzioManfredi,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.4835721991061797,Split
SVM,MuzioManfredi,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.4838110648790261,Split
RandomForest,MuzioManfredi,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.4838110648790261,Split
Logit,OrsattoGiustinian,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.46346129055062774,Split
kNN,OrsattoGiustinian,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.5298426377777786,Split
SVM,OrsattoGiustinian,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.46294414552481217,Split
RandomForest,OrsattoGiustinian,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.4632027180377199,Split
Logit,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.5010621500715214,Split
kNN,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.6264605344524649,Split
SVM,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.5423881491609793,Split
RandomForest,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.44944217626367416,Split
Logit,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.4809300078695371,Split
kNN,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.5338401826979481,Split
SVM,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.4809300078695371,Split
RandomForest,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.5270660219395021,Split
Logit,ValerioSali,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.48854240669921545,Split
kNN,ValerioSali,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.5535799723922206,Split
SVM,ValerioSali,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.48854240669921545,Split
RandomForest,ValerioSali,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.48854240669921545,Split
Logit,VeronicaFranco,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.5281473005094933,Split
kNN,VeronicaFranco,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.700593122827188,Split
SVM,VeronicaFranco,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.6715090330542769,Split
RandomForest,VeronicaFranco,Count,Char,Trigrams,1.0,0.2,1000,512,L2,0.46800349705499716,Split
Logit,AntonGiacomoCorso,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.48666031625071443,Split
kNN,AntonGiacomoCorso,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.48666031625071443,Split
RandomForest,AntonGiacomoCorso,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.48666031625071443,Split
SVM,AntonGiacomoCorso,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.48666031625071443,Split
RandomForest,BartolomeoZacco,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.4988772115667161,Split
Logit,BartolomeoZacco,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.4988772115667161,Split
kNN,BartolomeoZacco,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.4988772115667161,Split
SVM,BartolomeoZacco,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.4988772115667161,Split
Logit,CelioMagno,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.4861871918170806,Split
kNN,CelioMagno,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.4868965517241379,Split
RandomForest,CelioMagno,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.4861871918170806,Split
SVM,CelioMagno,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.4868965517241379,Split
Logit,DomenicoVenier,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.641387469164156,Split
kNN,DomenicoVenier,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.4802047114896277,Split
RandomForest,DomenicoVenier,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.5857374356255362,Split
SVM,DomenicoVenier,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.4802047114896277,Split
RandomForest,GiorgioGradenigo,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.4970705482207512,Split
Logit,GiorgioGradenigo,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.4970705482207512,Split
kNN,GiorgioGradenigo,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.4970705482207512,Split
SVM,GiorgioGradenigo,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.4970705482207512,Split
Logit,MaffioVenier,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.48877669785510225,Split
kNN,MaffioVenier,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.48877669785510225,Split
RandomForest,MaffioVenier,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.48877669785510225,Split
SVM,MaffioVenier,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.48877669785510225,Split
Logit,MarcoStecchini,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.49387755102040815,Split
kNN,MarcoStecchini,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.49387755102040815,Split
RandomForest,MarcoStecchini,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.49387755102040815,Split
SVM,MarcoStecchini,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.49387755102040815,Split
RandomForest,MarcoVenier,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.4970705482207512,Split
Logit,MarcoVenier,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.4970705482207512,Split
kNN,MarcoVenier,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.4970705482207512,Split
SVM,MarcoVenier,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.4970705482207512,Split
Logit,MuzioManfredi,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.4838110648790261,Split
kNN,MuzioManfredi,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.4838110648790261,Split
RandomForest,MuzioManfredi,Count,Word,Unigrams,0.8,0.0,None,10508,StandardScaler,0.4838110648790261,Split
