classifier,vectorizer,ngram type,ngram range,max_df,min_df,max_f,num_f,scaler,f1-score,type
RandomForest,Count,Word,Unigrams,1.0,0.0,None,10509,L2,0.1916463361947207,Split
Logit,Count,Word,Unigrams,1.0,0.0,None,10509,L2,0.18798926776451108,Split
SVM,Count,Word,Unigrams,1.0,0.0,None,10509,L2,0.1766958802404646,Split
kNN,Count,Word,Unigrams,1.0,0.0,1000,1000,StandardScaler,0.05373048638641698,Split
Logit,Count,Word,Unigrams,1.0,0.0,1000,1000,StandardScaler,0.41645978953569135,Split
RandomForest,Count,Word,Unigrams,1.0,0.0,1000,1000,StandardScaler,0.24288241177035144,Split
SVM,Count,Word,Unigrams,1.0,0.0,1000,1000,StandardScaler,0.16336065973057476,Split
kNN,Count,Word,Unigrams,1.0,0.0,1000,1000,L1,0.1685271505830049,Split
Logit,Count,Word,Unigrams,1.0,0.0,1000,1000,L1,0.06398450984380989,Split
RandomForest,Count,Word,Unigrams,1.0,0.0,1000,1000,L1,0.23536296980626834,Split
SVM,Count,Word,Unigrams,1.0,0.0,1000,1000,L1,0.21510460278065047,Split
kNN,Count,Word,Unigrams,1.0,0.0,1000,1000,L2,0.2368896239999876,Split
Logit,Count,Word,Unigrams,1.0,0.0,1000,1000,L2,0.21348206583340065,Split
RandomForest,Count,Word,Unigrams,1.0,0.0,1000,1000,L2,0.2370609145427884,Split
SVM,Count,Word,Unigrams,1.0,0.0,1000,1000,L2,0.22295624419740148,Split
kNN,Count,Word,Unigrams,1.0,0.1,None,108,StandardScaler,0.14793185526711453,Split
Logit,Count,Word,Unigrams,1.0,0.1,None,108,StandardScaler,0.29513354874772746,Split
SVM,Count,Word,Unigrams,1.0,0.1,None,108,StandardScaler,0.20826157530949796,Split
RandomForest,Count,Word,Unigrams,1.0,0.1,None,108,StandardScaler,0.20556704117736443,Split
kNN,Count,Word,Unigrams,1.0,0.1,None,108,L1,0.17155805705480076,Split
Logit,Count,Word,Unigrams,1.0,0.1,None,108,L1,0.06512760674229488,Split
SVM,Count,Word,Unigrams,1.0,0.1,None,108,L1,0.2048245326504429,Split
RandomForest,Count,Word,Unigrams,1.0,0.1,None,108,L1,0.18705629460835013,Split
kNN,Count,Word,Unigrams,1.0,0.1,None,108,L2,0.1867969624002074,Split
Logit,Count,Word,Unigrams,1.0,0.1,None,108,L2,0.19960110592098643,Split
SVM,Count,Word,Unigrams,1.0,0.1,None,108,L2,0.2241689195985388,Split
RandomForest,Count,Word,Unigrams,1.0,0.1,None,108,L2,0.20115064268822203,Split
kNN,Count,Word,Unigrams,1.0,0.1,1000,108,StandardScaler,0.14793185526711453,Split
Logit,Count,Word,Unigrams,1.0,0.1,1000,108,StandardScaler,0.29513354874772746,Split
SVM,Count,Word,Unigrams,1.0,0.1,1000,108,StandardScaler,0.20826157530949796,Split
RandomForest,Count,Word,Unigrams,1.0,0.1,1000,108,StandardScaler,0.18938521349505058,Split
kNN,Count,Word,Unigrams,1.0,0.1,1000,108,L1,0.17155805705480076,Split
Logit,Count,Word,Unigrams,1.0,0.1,1000,108,L1,0.06512760674229488,Split
SVM,Count,Word,Unigrams,1.0,0.1,1000,108,L1,0.2048245326504429,Split
RandomForest,Count,Word,Unigrams,1.0,0.1,1000,108,L1,0.2089341864679571,Split
kNN,Count,Word,Unigrams,1.0,0.1,1000,108,L2,0.1867969624002074,Split
Logit,Count,Word,Unigrams,1.0,0.1,1000,108,L2,0.19960110592098643,Split
SVM,Count,Word,Unigrams,1.0,0.1,1000,108,L2,0.2241689195985388,Split
RandomForest,Count,Word,Unigrams,1.0,0.1,1000,108,L2,0.20367001073052618,Split
kNN,Count,Word,Unigrams,1.0,0.2,None,44,StandardScaler,0.14384769470654438,Split
Logit,Count,Word,Unigrams,1.0,0.2,None,44,StandardScaler,0.24077312725090863,Split
SVM,Count,Word,Unigrams,1.0,0.2,None,44,StandardScaler,0.15020895225991618,Split
RandomForest,Count,Word,Unigrams,1.0,0.2,None,44,StandardScaler,0.15379119571935831,Split
kNN,Count,Word,Unigrams,1.0,0.2,None,44,L1,0.1324541069923629,Split
Logit,Count,Word,Unigrams,1.0,0.2,None,44,L1,0.07368382001095532,Split
SVM,Count,Word,Unigrams,1.0,0.2,None,44,L1,0.1468284176092728,Split
RandomForest,Count,Word,Unigrams,1.0,0.2,None,44,L1,0.1475205357024589,Split
kNN,Count,Word,Unigrams,1.0,0.2,None,44,L2,0.15182855683692417,Split
Logit,Count,Word,Unigrams,1.0,0.2,None,44,L2,0.1516495991316516,Split
SVM,Count,Word,Unigrams,1.0,0.2,None,44,L2,0.15987598662435606,Split
RandomForest,Count,Word,Unigrams,1.0,0.2,None,44,L2,0.133926424942567,Split
kNN,Count,Word,Unigrams,1.0,0.2,1000,44,StandardScaler,0.14384769470654438,Split
Logit,Count,Word,Unigrams,1.0,0.2,1000,44,StandardScaler,0.24077312725090863,Split
SVM,Count,Word,Unigrams,1.0,0.2,1000,44,StandardScaler,0.15020895225991618,Split
RandomForest,Count,Word,Unigrams,1.0,0.2,1000,44,StandardScaler,0.14634237196703612,Split
kNN,Count,Word,Unigrams,1.0,0.2,1000,44,L1,0.1324541069923629,Split
Logit,Count,Word,Unigrams,1.0,0.2,1000,44,L1,0.07368382001095532,Split
SVM,Count,Word,Unigrams,1.0,0.2,1000,44,L1,0.1468284176092728,Split
RandomForest,Count,Word,Unigrams,1.0,0.2,1000,44,L1,0.13618658626780333,Split
kNN,Count,Word,Unigrams,1.0,0.2,1000,44,L2,0.15182855683692417,Split
Logit,Count,Word,Unigrams,1.0,0.2,1000,44,L2,0.1516495991316516,Split
SVM,Count,Word,Unigrams,1.0,0.2,1000,44,L2,0.15987598662435606,Split
RandomForest,Count,Word,Unigrams,1.0,0.2,1000,44,L2,0.14010402077634188,Split
kNN,TfIdf,Char,Bigrams,0.8,0.0,None,259,StandardScaler,0.11386139903652442,Split
Logit,TfIdf,Char,Bigrams,0.8,0.0,None,259,StandardScaler,0.24976789564013865,Split
SVM,TfIdf,Char,Bigrams,0.8,0.0,None,259,StandardScaler,0.14110873565471327,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.0,None,259,StandardScaler,0.13214154040720705,Split
kNN,TfIdf,Char,Bigrams,0.8,0.0,None,259,L1,0.16344498963843843,Split
Logit,TfIdf,Char,Bigrams,0.8,0.0,None,259,L1,0.04298999059479822,Split
SVM,TfIdf,Char,Bigrams,0.8,0.0,None,259,L1,0.14292675984568073,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.0,None,259,L1,0.11834046675912897,Split
kNN,TfIdf,Char,Bigrams,0.8,0.0,None,259,L2,0.17590577203237476,Split
Logit,TfIdf,Char,Bigrams,0.8,0.0,None,259,L2,0.14763031248073002,Split
SVM,TfIdf,Char,Bigrams,0.8,0.0,None,259,L2,0.1392898885120611,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.0,None,259,L2,0.12360348203895237,Split
kNN,TfIdf,Char,Bigrams,0.8,0.0,1000,259,StandardScaler,0.11386139903652442,Split
Logit,TfIdf,Char,Bigrams,0.8,0.0,1000,259,StandardScaler,0.24976789564013865,Split
SVM,TfIdf,Char,Bigrams,0.8,0.0,1000,259,StandardScaler,0.14110873565471327,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.0,1000,259,StandardScaler,0.13311165419545043,Split
kNN,TfIdf,Char,Bigrams,0.8,0.0,1000,259,L1,0.16344498963843843,Split
Logit,TfIdf,Char,Bigrams,0.8,0.0,1000,259,L1,0.04298999059479822,Split
SVM,TfIdf,Char,Bigrams,0.8,0.0,1000,259,L1,0.14292675984568073,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.0,1000,259,L1,0.12765579332008162,Split
kNN,TfIdf,Char,Bigrams,0.8,0.0,1000,259,L2,0.17590577203237476,Split
Logit,TfIdf,Char,Bigrams,0.8,0.0,1000,259,L2,0.14763031248073002,Split
SVM,TfIdf,Char,Bigrams,0.8,0.0,1000,259,L2,0.1392898885120611,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.0,1000,259,L2,0.13416774284370606,Split
kNN,TfIdf,Char,Bigrams,0.8,0.1,None,157,StandardScaler,0.12162464982377012,Split
Logit,TfIdf,Char,Bigrams,0.8,0.1,None,157,StandardScaler,0.21523662188505235,Split
SVM,TfIdf,Char,Bigrams,0.8,0.1,None,157,StandardScaler,0.14453114169289685,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.1,None,157,StandardScaler,0.12575111419657561,Split
kNN,TfIdf,Char,Bigrams,0.8,0.1,None,157,L1,0.1596420217267935,Split
Logit,TfIdf,Char,Bigrams,0.8,0.1,None,157,L1,0.043253443866946774,Split
SVM,TfIdf,Char,Bigrams,0.8,0.1,None,157,L1,0.14187383340480544,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.1,None,157,L1,0.11542511174645252,Split
kNN,TfIdf,Char,Bigrams,0.8,0.1,None,157,L2,0.1887362568720735,Split
Logit,TfIdf,Char,Bigrams,0.8,0.1,None,157,L2,0.14654548861596048,Split
SVM,TfIdf,Char,Bigrams,0.8,0.1,None,157,L2,0.1430805839755862,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.1,None,157,L2,0.11849007498426445,Split
kNN,TfIdf,Char,Bigrams,0.8,0.1,1000,157,StandardScaler,0.12162464982377012,Split
Logit,TfIdf,Char,Bigrams,0.8,0.1,1000,157,StandardScaler,0.21523662188505235,Split
SVM,TfIdf,Char,Bigrams,0.8,0.1,1000,157,StandardScaler,0.14453114169289685,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.1,1000,157,StandardScaler,0.11653346872934543,Split
kNN,TfIdf,Char,Bigrams,0.8,0.1,1000,157,L1,0.1596420217267935,Split
Logit,TfIdf,Char,Bigrams,0.8,0.1,1000,157,L1,0.043253443866946774,Split
SVM,TfIdf,Char,Bigrams,0.8,0.1,1000,157,L1,0.14187383340480544,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.1,1000,157,L1,0.11957499573999315,Split
kNN,TfIdf,Char,Bigrams,0.8,0.1,1000,157,L2,0.1887362568720735,Split
Logit,TfIdf,Char,Bigrams,0.8,0.1,1000,157,L2,0.14654548861596048,Split
SVM,TfIdf,Char,Bigrams,0.8,0.1,1000,157,L2,0.1430805839755862,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.1,1000,157,L2,0.12756128690884358,Split
kNN,TfIdf,Char,Bigrams,0.8,0.2,None,137,StandardScaler,0.13060896114550327,Split
Logit,TfIdf,Char,Bigrams,0.8,0.2,None,137,StandardScaler,0.23403888185600477,Split
SVM,TfIdf,Char,Bigrams,0.8,0.2,None,137,StandardScaler,0.14595203236201393,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.2,None,137,StandardScaler,0.1182068949636077,Split
kNN,TfIdf,Char,Bigrams,0.8,0.2,None,137,L1,0.15105153678319194,Split
Logit,TfIdf,Char,Bigrams,0.8,0.2,None,137,L1,0.04570093124947846,Split
SVM,TfIdf,Char,Bigrams,0.8,0.2,None,137,L1,0.14517125839361977,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.2,None,137,L1,0.12090382754925788,Split
kNN,TfIdf,Char,Bigrams,0.8,0.2,None,137,L2,0.2001779255541297,Split
Logit,TfIdf,Char,Bigrams,0.8,0.2,None,137,L2,0.14540291838191313,Split
SVM,TfIdf,Char,Bigrams,0.8,0.2,None,137,L2,0.13988009709822255,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.2,None,137,L2,0.1331618160511081,Split
kNN,TfIdf,Char,Bigrams,0.8,0.2,1000,137,StandardScaler,0.13060896114550327,Split
Logit,TfIdf,Char,Bigrams,0.8,0.2,1000,137,StandardScaler,0.23403888185600477,Split
SVM,TfIdf,Char,Bigrams,0.8,0.2,1000,137,StandardScaler,0.14595203236201393,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.2,1000,137,StandardScaler,0.1297545173633547,Split
kNN,TfIdf,Char,Bigrams,0.8,0.2,1000,137,L1,0.15105153678319194,Split
Logit,TfIdf,Char,Bigrams,0.8,0.2,1000,137,L1,0.04570093124947846,Split
SVM,TfIdf,Char,Bigrams,0.8,0.2,1000,137,L1,0.14517125839361977,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.2,1000,137,L1,0.12122152445506566,Split
kNN,TfIdf,Char,Bigrams,0.8,0.2,1000,137,L2,0.2001779255541297,Split
Logit,TfIdf,Char,Bigrams,0.8,0.2,1000,137,L2,0.14540291838191313,Split
SVM,TfIdf,Char,Bigrams,0.8,0.2,1000,137,L2,0.13988009709822255,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.2,1000,137,L2,0.11787299945304637,Split
kNN,TfIdf,Char,Bigrams,0.9,0.0,None,294,StandardScaler,0.12825419901981025,Split
Logit,TfIdf,Char,Bigrams,0.9,0.0,None,294,StandardScaler,0.27862546639764457,Split
SVM,TfIdf,Char,Bigrams,0.9,0.0,None,294,StandardScaler,0.15698568928746354,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.0,None,294,StandardScaler,0.12387045136148876,Split
kNN,TfIdf,Char,Bigrams,0.9,0.0,None,294,L1,0.1871981083634151,Split
Logit,TfIdf,Char,Bigrams,0.9,0.0,None,294,L1,0.037947007920735194,Split
SVM,TfIdf,Char,Bigrams,0.9,0.0,None,294,L1,0.1686007798729272,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.0,None,294,L1,0.13505123848104236,Split
kNN,TfIdf,Char,Bigrams,0.9,0.0,None,294,L2,0.19785387460686601,Split
Logit,TfIdf,Char,Bigrams,0.9,0.0,None,294,L2,0.1430722630560589,Split
SVM,TfIdf,Char,Bigrams,0.9,0.0,None,294,L2,0.17663094411762648,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.0,None,294,L2,0.13144965570636916,Split
kNN,TfIdf,Char,Bigrams,0.9,0.0,1000,294,StandardScaler,0.12825419901981025,Split
Logit,TfIdf,Char,Bigrams,0.9,0.0,1000,294,StandardScaler,0.27862546639764457,Split
SVM,TfIdf,Char,Bigrams,0.9,0.0,1000,294,StandardScaler,0.15698568928746354,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.0,1000,294,StandardScaler,0.13612895760923763,Split
kNN,TfIdf,Char,Bigrams,0.9,0.0,1000,294,L1,0.1871981083634151,Split
Logit,TfIdf,Char,Bigrams,0.9,0.0,1000,294,L1,0.037947007920735194,Split
SVM,TfIdf,Char,Bigrams,0.9,0.0,1000,294,L1,0.1686007798729272,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.0,1000,294,L1,0.13092229914686618,Split
kNN,TfIdf,Char,Bigrams,0.9,0.0,1000,294,L2,0.19785387460686601,Split
Logit,TfIdf,Char,Bigrams,0.9,0.0,1000,294,L2,0.1430722630560589,Split
SVM,TfIdf,Char,Bigrams,0.9,0.0,1000,294,L2,0.17663094411762648,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.0,1000,294,L2,0.13256803658600902,Split
kNN,TfIdf,Char,Bigrams,0.9,0.1,None,192,StandardScaler,0.1289318021502287,Split
Logit,TfIdf,Char,Bigrams,0.9,0.1,None,192,StandardScaler,0.2548283164135165,Split
SVM,TfIdf,Char,Bigrams,0.9,0.1,None,192,StandardScaler,0.16387035225511984,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.1,None,192,StandardScaler,0.14314436981588585,Split
kNN,TfIdf,Char,Bigrams,0.9,0.1,None,192,L1,0.18643123009547444,Split
Logit,TfIdf,Char,Bigrams,0.9,0.1,None,192,L1,0.039486500360555905,Split
SVM,TfIdf,Char,Bigrams,0.9,0.1,None,192,L1,0.17391301808988677,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.1,None,192,L1,0.13055466700342422,Split
kNN,TfIdf,Char,Bigrams,0.9,0.1,None,192,L2,0.19774118651020786,Split
Logit,TfIdf,Char,Bigrams,0.9,0.1,None,192,L2,0.13837005928604865,Split
SVM,TfIdf,Char,Bigrams,0.9,0.1,None,192,L2,0.18174905411829412,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.1,None,192,L2,0.12420209333409175,Split
kNN,TfIdf,Char,Bigrams,0.9,0.1,1000,192,StandardScaler,0.1289318021502287,Split
Logit,TfIdf,Char,Bigrams,0.9,0.1,1000,192,StandardScaler,0.2548283164135165,Split
SVM,TfIdf,Char,Bigrams,0.9,0.1,1000,192,StandardScaler,0.16387035225511984,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.1,1000,192,StandardScaler,0.12328699831111857,Split
kNN,TfIdf,Char,Bigrams,0.9,0.1,1000,192,L1,0.18643123009547444,Split
Logit,TfIdf,Char,Bigrams,0.9,0.1,1000,192,L1,0.039486500360555905,Split
SVM,TfIdf,Char,Bigrams,0.9,0.1,1000,192,L1,0.17391301808988677,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.1,1000,192,L1,0.13025455689643617,Split
kNN,TfIdf,Char,Bigrams,0.9,0.1,1000,192,L2,0.19774118651020786,Split
Logit,TfIdf,Char,Bigrams,0.9,0.1,1000,192,L2,0.13837005928604865,Split
SVM,TfIdf,Char,Bigrams,0.9,0.1,1000,192,L2,0.18174905411829412,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.1,1000,192,L2,0.13345372410959508,Split
kNN,TfIdf,Char,Bigrams,0.9,0.2,None,172,StandardScaler,0.13718274432454522,Split
Logit,TfIdf,Char,Bigrams,0.9,0.2,None,172,StandardScaler,0.25667522351845823,Split
SVM,TfIdf,Char,Bigrams,0.9,0.2,None,172,StandardScaler,0.17121889304193458,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.2,None,172,StandardScaler,0.13724830375979247,Split
kNN,TfIdf,Char,Bigrams,0.9,0.2,None,172,L1,0.17778918012447145,Split
Logit,TfIdf,Char,Bigrams,0.9,0.2,None,172,L1,0.04022619618661547,Split
SVM,TfIdf,Char,Bigrams,0.9,0.2,None,172,L1,0.1720990431290177,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.2,None,172,L1,0.1288103056201211,Split
kNN,TfIdf,Char,Bigrams,0.9,0.2,None,172,L2,0.20743756256688237,Split
Logit,TfIdf,Char,Bigrams,0.9,0.2,None,172,L2,0.14702017172763446,Split
SVM,TfIdf,Char,Bigrams,0.9,0.2,None,172,L2,0.17724330281751458,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.2,None,172,L2,0.13025578847795657,Split
kNN,TfIdf,Char,Bigrams,0.9,0.2,1000,172,StandardScaler,0.13718274432454522,Split
Logit,TfIdf,Char,Bigrams,0.9,0.2,1000,172,StandardScaler,0.25667522351845823,Split
SVM,TfIdf,Char,Bigrams,0.9,0.2,1000,172,StandardScaler,0.17121889304193458,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.2,1000,172,StandardScaler,0.1293986147841246,Split
kNN,TfIdf,Char,Bigrams,0.9,0.2,1000,172,L1,0.17778918012447145,Split
Logit,TfIdf,Char,Bigrams,0.9,0.2,1000,172,L1,0.04022619618661547,Split
SVM,TfIdf,Char,Bigrams,0.9,0.2,1000,172,L1,0.1720990431290177,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.2,1000,172,L1,0.12526806648327246,Split
kNN,TfIdf,Char,Bigrams,0.9,0.2,1000,172,L2,0.20743756256688237,Split
Logit,TfIdf,Char,Bigrams,0.9,0.2,1000,172,L2,0.14702017172763446,Split
SVM,TfIdf,Char,Bigrams,0.9,0.2,1000,172,L2,0.17724330281751458,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.2,1000,172,L2,0.13019485650164167,Split
kNN,TfIdf,Char,Bigrams,1.0,0.0,None,342,StandardScaler,0.15500391835821828,Split
Logit,TfIdf,Char,Bigrams,1.0,0.0,None,342,StandardScaler,0.3098042729288868,Split
SVM,TfIdf,Char,Bigrams,1.0,0.0,None,342,StandardScaler,0.17123994221514363,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.0,None,342,StandardScaler,0.14687668824859537,Split
kNN,TfIdf,Char,Bigrams,1.0,0.0,None,342,L1,0.195946496140893,Split
Logit,TfIdf,Char,Bigrams,1.0,0.0,None,342,L1,0.024674231979354477,Split
SVM,TfIdf,Char,Bigrams,1.0,0.0,None,342,L1,0.17319146042326086,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.0,None,342,L1,0.13722511347196456,Split
kNN,TfIdf,Char,Bigrams,1.0,0.0,None,342,L2,0.21086008062823525,Split
Logit,TfIdf,Char,Bigrams,1.0,0.0,None,342,L2,0.1317761087227938,Split
SVM,TfIdf,Char,Bigrams,1.0,0.0,None,342,L2,0.17100897302879656,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.0,None,342,L2,0.13547959041300536,Split
kNN,TfIdf,Char,Bigrams,1.0,0.0,1000,342,StandardScaler,0.15500391835821828,Split
Logit,TfIdf,Char,Bigrams,1.0,0.0,1000,342,StandardScaler,0.3098042729288868,Split
SVM,TfIdf,Char,Bigrams,1.0,0.0,1000,342,StandardScaler,0.17123994221514363,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.0,1000,342,StandardScaler,0.14455788543827083,Split
kNN,TfIdf,Char,Bigrams,1.0,0.0,1000,342,L1,0.195946496140893,Split
Logit,TfIdf,Char,Bigrams,1.0,0.0,1000,342,L1,0.024674231979354477,Split
SVM,TfIdf,Char,Bigrams,1.0,0.0,1000,342,L1,0.17319146042326086,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.0,1000,342,L1,0.13986870782676017,Split
kNN,TfIdf,Char,Bigrams,1.0,0.0,1000,342,L2,0.21086008062823525,Split
Logit,TfIdf,Char,Bigrams,1.0,0.0,1000,342,L2,0.1317761087227938,Split
SVM,TfIdf,Char,Bigrams,1.0,0.0,1000,342,L2,0.17100897302879656,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.0,1000,342,L2,0.13469074616506235,Split
kNN,TfIdf,Char,Bigrams,1.0,0.1,None,240,StandardScaler,0.16556152268627686,Split
Logit,TfIdf,Char,Bigrams,1.0,0.1,None,240,StandardScaler,0.26933915540392883,Split
SVM,TfIdf,Char,Bigrams,1.0,0.1,None,240,StandardScaler,0.18303834162925495,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.1,None,240,StandardScaler,0.1486874638476333,Split
kNN,TfIdf,Char,Bigrams,1.0,0.1,None,240,L1,0.18933818201279173,Split
Logit,TfIdf,Char,Bigrams,1.0,0.1,None,240,L1,0.024674231979354477,Split
SVM,TfIdf,Char,Bigrams,1.0,0.1,None,240,L1,0.17302582121890495,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.1,None,240,L1,0.136216934285704,Split
kNN,TfIdf,Char,Bigrams,1.0,0.1,None,240,L2,0.20252790993620362,Split
Logit,TfIdf,Char,Bigrams,1.0,0.1,None,240,L2,0.13030268386222213,Split
SVM,TfIdf,Char,Bigrams,1.0,0.1,None,240,L2,0.1739216029099149,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.1,None,240,L2,0.1288123192829387,Split
kNN,TfIdf,Char,Bigrams,1.0,0.1,1000,240,StandardScaler,0.16556152268627686,Split
Logit,TfIdf,Char,Bigrams,1.0,0.1,1000,240,StandardScaler,0.26933915540392883,Split
SVM,TfIdf,Char,Bigrams,1.0,0.1,1000,240,StandardScaler,0.18303834162925495,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.1,1000,240,StandardScaler,0.1516698584695824,Split
kNN,TfIdf,Char,Bigrams,1.0,0.1,1000,240,L1,0.18933818201279173,Split
Logit,TfIdf,Char,Bigrams,1.0,0.1,1000,240,L1,0.024674231979354477,Split
SVM,TfIdf,Char,Bigrams,1.0,0.1,1000,240,L1,0.17302582121890495,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.1,1000,240,L1,0.13452906286907582,Split
kNN,TfIdf,Char,Bigrams,1.0,0.1,1000,240,L2,0.20252790993620362,Split
Logit,TfIdf,Char,Bigrams,1.0,0.1,1000,240,L2,0.13030268386222213,Split
SVM,TfIdf,Char,Bigrams,1.0,0.1,1000,240,L2,0.1739216029099149,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.1,1000,240,L2,0.139073219659516,Split
kNN,TfIdf,Char,Bigrams,1.0,0.2,None,220,StandardScaler,0.17110990596734468,Split
Logit,TfIdf,Char,Bigrams,1.0,0.2,None,220,StandardScaler,0.2816862451940245,Split
SVM,TfIdf,Char,Bigrams,1.0,0.2,None,220,StandardScaler,0.18832537212251746,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.2,None,220,StandardScaler,0.14946359760015257,Split
kNN,TfIdf,Char,Bigrams,1.0,0.2,None,220,L1,0.18743610724098692,Split
Logit,TfIdf,Char,Bigrams,1.0,0.2,None,220,L1,0.024674231979354477,Split
SVM,TfIdf,Char,Bigrams,1.0,0.2,None,220,L1,0.17664529345828595,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.2,None,220,L1,0.13738865314105275,Split
kNN,TfIdf,Char,Bigrams,1.0,0.2,None,220,L2,0.20584641688739605,Split
Logit,TfIdf,Char,Bigrams,1.0,0.2,None,220,L2,0.1326843727093773,Split
SVM,TfIdf,Char,Bigrams,1.0,0.2,None,220,L2,0.17948264754326151,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.2,None,220,L2,0.13177156369543186,Split
kNN,TfIdf,Char,Bigrams,1.0,0.2,1000,220,StandardScaler,0.17110990596734468,Split
Logit,TfIdf,Char,Bigrams,1.0,0.2,1000,220,StandardScaler,0.2816862451940245,Split
SVM,TfIdf,Char,Bigrams,1.0,0.2,1000,220,StandardScaler,0.18832537212251746,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.2,1000,220,StandardScaler,0.14458164831626974,Split
kNN,TfIdf,Char,Bigrams,1.0,0.2,1000,220,L1,0.18743610724098692,Split
Logit,TfIdf,Char,Bigrams,1.0,0.2,1000,220,L1,0.024674231979354477,Split
SVM,TfIdf,Char,Bigrams,1.0,0.2,1000,220,L1,0.17664529345828595,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.2,1000,220,L1,0.14839349041588026,Split
kNN,TfIdf,Char,Bigrams,1.0,0.2,1000,220,L2,0.20584641688739605,Split
Logit,TfIdf,Char,Bigrams,1.0,0.2,1000,220,L2,0.1326843727093773,Split
SVM,TfIdf,Char,Bigrams,1.0,0.2,1000,220,L2,0.17948264754326151,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.2,1000,220,L2,0.14108947067290353,Split
kNN,TfIdf,Char,Trigrams,0.8,0.0,None,3408,StandardScaler,0.03558391817913826,Split
RandomForest,TfIdf,Char,Trigrams,0.8,0.0,None,3408,StandardScaler,0.13891536121629566,Split
Logit,TfIdf,Char,Trigrams,0.8,0.0,None,3408,StandardScaler,0.33914692179385714,Split
SVM,TfIdf,Char,Trigrams,0.8,0.0,None,3408,StandardScaler,0.10368232974330871,Split
kNN,TfIdf,Char,Trigrams,0.8,0.0,None,3408,L1,0.2396348390959392,Split
Logit,TfIdf,Char,Trigrams,0.8,0.0,None,3408,L1,0.024674231979354477,Split
RandomForest,TfIdf,Char,Trigrams,0.8,0.0,None,3408,L1,0.1577023065618537,Split
SVM,TfIdf,Char,Trigrams,0.8,0.0,None,3408,L1,0.15572291187485954,Split
kNN,TfIdf,Char,Trigrams,0.8,0.0,None,3408,L2,0.2993103255095041,Split
RandomForest,TfIdf,Char,Trigrams,0.8,0.0,None,3408,L2,0.1520216931649205,Split
Logit,TfIdf,Char,Trigrams,0.8,0.0,None,3408,L2,0.14880468963995527,Split
SVM,TfIdf,Char,Trigrams,0.8,0.0,None,3408,L2,0.15061126089835067,Split
kNN,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,StandardScaler,0.05528547326780594,Split
