classifier,vectorizer,ngram type,ngram range,max_df,min_df,max_f,num_f,scaler,f1-score,type
SVM,Count,Char,Bigrams,0.8,0.1,None,155,L1,0.11689996213582594,Whole
RandomForest,Count,Char,Bigrams,0.8,0.1,None,155,L1,0.13506766523750965,Whole
kNN,Count,Char,Bigrams,0.8,0.1,None,155,L2,0.08721520490698152,Whole
Logit,Count,Char,Bigrams,0.8,0.1,None,155,L2,0.08983563787329306,Whole
SVM,Count,Char,Bigrams,0.8,0.1,None,155,L2,0.12382091311130372,Whole
RandomForest,Count,Char,Bigrams,0.8,0.1,None,155,L2,0.1375830833898983,Whole
kNN,Count,Char,Bigrams,0.8,0.1,1000,155,StandardScaler,0.14291749657215325,Whole
SVM,Count,Char,Bigrams,0.8,0.1,1000,155,StandardScaler,0.09813241123003004,Whole
Logit,Count,Char,Bigrams,0.8,0.1,1000,155,StandardScaler,0.22405051121144162,Whole
RandomForest,Count,Char,Bigrams,0.8,0.1,1000,155,StandardScaler,0.13911687375106424,Whole
kNN,Count,Char,Bigrams,0.8,0.1,1000,155,L1,0.06131677529972659,Whole
Logit,Count,Char,Bigrams,0.8,0.1,1000,155,L1,0.03254437869822485,Whole
SVM,Count,Char,Bigrams,0.8,0.1,1000,155,L1,0.11689996213582594,Whole
RandomForest,Count,Char,Bigrams,0.8,0.1,1000,155,L1,0.13740634094795162,Whole
kNN,Count,Char,Bigrams,0.8,0.1,1000,155,L2,0.08721520490698152,Whole
Logit,Count,Char,Bigrams,0.8,0.1,1000,155,L2,0.08983563787329306,Whole
SVM,Count,Char,Bigrams,0.8,0.1,1000,155,L2,0.12382091311130372,Whole
RandomForest,Count,Char,Bigrams,0.8,0.1,1000,155,L2,0.13922420524837065,Whole
kNN,Count,Char,Bigrams,0.8,0.2,None,132,StandardScaler,0.14446895415568992,Whole
SVM,Count,Char,Bigrams,0.8,0.2,None,132,StandardScaler,0.09366710599236765,Whole
Logit,Count,Char,Bigrams,0.8,0.2,None,132,StandardScaler,0.21740075014855528,Whole
RandomForest,Count,Char,Bigrams,0.8,0.2,None,132,StandardScaler,0.1278962661458165,Whole
kNN,Count,Char,Bigrams,0.8,0.2,None,132,L1,0.06063723464207421,Whole
Logit,Count,Char,Bigrams,0.8,0.2,None,132,L1,0.03254437869822485,Whole
SVM,Count,Char,Bigrams,0.8,0.2,None,132,L1,0.12150118773805281,Whole
RandomForest,Count,Char,Bigrams,0.8,0.2,None,132,L1,0.14602093068686714,Whole
kNN,Count,Char,Bigrams,0.8,0.2,None,132,L2,0.0887624347542577,Whole
Logit,Count,Char,Bigrams,0.8,0.2,None,132,L2,0.08804336098167431,Whole
SVM,Count,Char,Bigrams,0.8,0.2,None,132,L2,0.12396774562379305,Whole
RandomForest,Count,Char,Bigrams,0.8,0.2,None,132,L2,0.13081724422949018,Whole
kNN,Count,Char,Bigrams,0.8,0.2,1000,132,StandardScaler,0.14446895415568992,Whole
SVM,Count,Char,Bigrams,0.8,0.2,1000,132,StandardScaler,0.09366710599236765,Whole
Logit,Count,Char,Bigrams,0.8,0.2,1000,132,StandardScaler,0.21740075014855528,Whole
RandomForest,Count,Char,Bigrams,0.8,0.2,1000,132,StandardScaler,0.13691730836951488,Whole
kNN,Count,Char,Bigrams,0.8,0.2,1000,132,L1,0.06063723464207421,Whole
Logit,Count,Char,Bigrams,0.8,0.2,1000,132,L1,0.03254437869822485,Whole
SVM,Count,Char,Bigrams,0.8,0.2,1000,132,L1,0.12150118773805281,Whole
RandomForest,Count,Char,Bigrams,0.8,0.2,1000,132,L1,0.12724565065833324,Whole
kNN,Count,Char,Bigrams,0.8,0.2,1000,132,L2,0.0887624347542577,Whole
Logit,Count,Char,Bigrams,0.8,0.2,1000,132,L2,0.08804336098167431,Whole
SVM,Count,Char,Bigrams,0.8,0.2,1000,132,L2,0.12396774562379305,Whole
RandomForest,Count,Char,Bigrams,0.8,0.2,1000,132,L2,0.1547641591947304,Whole
kNN,Count,Char,Bigrams,0.9,0.0,None,285,StandardScaler,0.16262366072821027,Whole
SVM,Count,Char,Bigrams,0.9,0.0,None,285,StandardScaler,0.07082427603811015,Whole
Logit,Count,Char,Bigrams,0.9,0.0,None,285,StandardScaler,0.24736916075361173,Whole
RandomForest,Count,Char,Bigrams,0.9,0.0,None,285,StandardScaler,0.14928845103549732,Whole
kNN,Count,Char,Bigrams,0.9,0.0,None,285,L1,0.06525782990977783,Whole
Logit,Count,Char,Bigrams,0.9,0.0,None,285,L1,0.03254437869822485,Whole
SVM,Count,Char,Bigrams,0.9,0.0,None,285,L1,0.12433380032126173,Whole
RandomForest,Count,Char,Bigrams,0.9,0.0,None,285,L1,0.15379886940434875,Whole
kNN,Count,Char,Bigrams,0.9,0.0,None,285,L2,0.08692123636600602,Whole
Logit,Count,Char,Bigrams,0.9,0.0,None,285,L2,0.0829659463279248,Whole
SVM,Count,Char,Bigrams,0.9,0.0,None,285,L2,0.12765135358248836,Whole
RandomForest,Count,Char,Bigrams,0.9,0.0,None,285,L2,0.13921473682236774,Whole
kNN,Count,Char,Bigrams,0.9,0.0,1000,285,StandardScaler,0.16262366072821027,Whole
SVM,Count,Char,Bigrams,0.9,0.0,1000,285,StandardScaler,0.07082427603811015,Whole
Logit,Count,Char,Bigrams,0.9,0.0,1000,285,StandardScaler,0.24736916075361173,Whole
RandomForest,Count,Char,Bigrams,0.9,0.0,1000,285,StandardScaler,0.1739127877515293,Whole
kNN,Count,Char,Bigrams,0.9,0.0,1000,285,L1,0.06525782990977783,Whole
Logit,Count,Char,Bigrams,0.9,0.0,1000,285,L1,0.03254437869822485,Whole
SVM,Count,Char,Bigrams,0.9,0.0,1000,285,L1,0.12433380032126173,Whole
RandomForest,Count,Char,Bigrams,0.9,0.0,1000,285,L1,0.14508261700054711,Whole
kNN,Count,Char,Bigrams,0.9,0.0,1000,285,L2,0.08692123636600602,Whole
Logit,Count,Char,Bigrams,0.9,0.0,1000,285,L2,0.0829659463279248,Whole
SVM,Count,Char,Bigrams,0.9,0.0,1000,285,L2,0.12765135358248836,Whole
RandomForest,Count,Char,Bigrams,0.9,0.0,1000,285,L2,0.1327291557970571,Whole
kNN,Count,Char,Bigrams,0.9,0.1,None,193,StandardScaler,0.14021273236214285,Whole
SVM,Count,Char,Bigrams,0.9,0.1,None,193,StandardScaler,0.09520044060309096,Whole
Logit,Count,Char,Bigrams,0.9,0.1,None,193,StandardScaler,0.23822680709318922,Whole
RandomForest,Count,Char,Bigrams,0.9,0.1,None,193,StandardScaler,0.13914972459249714,Whole
kNN,Count,Char,Bigrams,0.9,0.1,None,193,L1,0.06796341068691618,Whole
Logit,Count,Char,Bigrams,0.9,0.1,None,193,L1,0.03254437869822485,Whole
SVM,Count,Char,Bigrams,0.9,0.1,None,193,L1,0.13883783194408147,Whole
RandomForest,Count,Char,Bigrams,0.9,0.1,None,193,L1,0.13020892216027824,Whole
kNN,Count,Char,Bigrams,0.9,0.1,None,193,L2,0.08704885312217969,Whole
Logit,Count,Char,Bigrams,0.9,0.1,None,193,L2,0.0829659463279248,Whole
SVM,Count,Char,Bigrams,0.9,0.1,None,193,L2,0.13417025956509043,Whole
RandomForest,Count,Char,Bigrams,0.9,0.1,None,193,L2,0.13424390976998646,Whole
kNN,Count,Char,Bigrams,0.9,0.1,1000,193,StandardScaler,0.14021273236214285,Whole
SVM,Count,Char,Bigrams,0.9,0.1,1000,193,StandardScaler,0.09520044060309096,Whole
Logit,Count,Char,Bigrams,0.9,0.1,1000,193,StandardScaler,0.23822680709318922,Whole
RandomForest,Count,Char,Bigrams,0.9,0.1,1000,193,StandardScaler,0.13390292312348198,Whole
kNN,Count,Char,Bigrams,0.9,0.1,1000,193,L1,0.06796341068691618,Whole
Logit,Count,Char,Bigrams,0.9,0.1,1000,193,L1,0.03254437869822485,Whole
SVM,Count,Char,Bigrams,0.9,0.1,1000,193,L1,0.13883783194408147,Whole
RandomForest,Count,Char,Bigrams,0.9,0.1,1000,193,L1,0.13173960711744925,Whole
kNN,Count,Char,Bigrams,0.9,0.1,1000,193,L2,0.08704885312217969,Whole
Logit,Count,Char,Bigrams,0.9,0.1,1000,193,L2,0.0829659463279248,Whole
SVM,Count,Char,Bigrams,0.9,0.1,1000,193,L2,0.13417025956509043,Whole
RandomForest,Count,Char,Bigrams,0.9,0.1,1000,193,L2,0.13158343268991005,Whole
kNN,Count,Char,Bigrams,0.9,0.2,None,170,StandardScaler,0.17055867666808341,Whole
SVM,Count,Char,Bigrams,0.9,0.2,None,170,StandardScaler,0.09002934196131644,Whole
Logit,Count,Char,Bigrams,0.9,0.2,None,170,StandardScaler,0.23753017701750134,Whole
RandomForest,Count,Char,Bigrams,0.9,0.2,None,170,StandardScaler,0.14688799200371272,Whole
kNN,Count,Char,Bigrams,0.9,0.2,None,170,L1,0.0724313592134263,Whole
Logit,Count,Char,Bigrams,0.9,0.2,None,170,L1,0.03254437869822485,Whole
SVM,Count,Char,Bigrams,0.9,0.2,None,170,L1,0.14253781386910502,Whole
RandomForest,Count,Char,Bigrams,0.9,0.2,None,170,L1,0.13614080033988338,Whole
kNN,Count,Char,Bigrams,0.9,0.2,None,170,L2,0.09149479231624537,Whole
Logit,Count,Char,Bigrams,0.9,0.2,None,170,L2,0.08233889745210439,Whole
SVM,Count,Char,Bigrams,0.9,0.2,None,170,L2,0.13404451836736042,Whole
RandomForest,Count,Char,Bigrams,0.9,0.2,None,170,L2,0.14628406505851096,Whole
kNN,Count,Char,Bigrams,0.9,0.2,1000,170,StandardScaler,0.17055867666808341,Whole
SVM,Count,Char,Bigrams,0.9,0.2,1000,170,StandardScaler,0.09002934196131644,Whole
Logit,Count,Char,Bigrams,0.9,0.2,1000,170,StandardScaler,0.23753017701750134,Whole
RandomForest,Count,Char,Bigrams,0.9,0.2,1000,170,StandardScaler,0.13670705238517097,Whole
kNN,Count,Char,Bigrams,0.9,0.2,1000,170,L1,0.0724313592134263,Whole
Logit,Count,Char,Bigrams,0.9,0.2,1000,170,L1,0.03254437869822485,Whole
SVM,Count,Char,Bigrams,0.9,0.2,1000,170,L1,0.14253781386910502,Whole
RandomForest,Count,Char,Bigrams,0.9,0.2,1000,170,L1,0.1390325535306798,Whole
kNN,Count,Char,Bigrams,0.9,0.2,1000,170,L2,0.09149479231624537,Whole
Logit,Count,Char,Bigrams,0.9,0.2,1000,170,L2,0.08233889745210439,Whole
SVM,Count,Char,Bigrams,0.9,0.2,1000,170,L2,0.13404451836736042,Whole
RandomForest,Count,Char,Bigrams,0.9,0.2,1000,170,L2,0.13376985201142,Whole
kNN,Count,Char,Bigrams,1.0,0.0,None,342,StandardScaler,0.15030338809409774,Whole
SVM,Count,Char,Bigrams,1.0,0.0,None,342,StandardScaler,0.07270514029146243,Whole
Logit,Count,Char,Bigrams,1.0,0.0,None,342,StandardScaler,0.2660509938571199,Whole
RandomForest,Count,Char,Bigrams,1.0,0.0,None,342,StandardScaler,0.1741233272317391,Whole
kNN,Count,Char,Bigrams,1.0,0.0,None,342,L1,0.0753377945101077,Whole
Logit,Count,Char,Bigrams,1.0,0.0,None,342,L1,0.03254437869822485,Whole
SVM,Count,Char,Bigrams,1.0,0.0,None,342,L1,0.09315497080457058,Whole
RandomForest,Count,Char,Bigrams,1.0,0.0,None,342,L1,0.14410078779880542,Whole
kNN,Count,Char,Bigrams,1.0,0.0,None,342,L2,0.08193739104013799,Whole
SVM,Count,Char,Bigrams,1.0,0.0,None,342,L2,0.08970604434013606,Whole
Logit,Count,Char,Bigrams,1.0,0.0,None,342,L2,0.08455242901548525,Whole
RandomForest,Count,Char,Bigrams,1.0,0.0,None,342,L2,0.14609999200188512,Whole
kNN,Count,Char,Bigrams,1.0,0.0,1000,342,StandardScaler,0.15030338809409774,Whole
SVM,Count,Char,Bigrams,1.0,0.0,1000,342,StandardScaler,0.07270514029146243,Whole
Logit,Count,Char,Bigrams,1.0,0.0,1000,342,StandardScaler,0.2660509938571199,Whole
RandomForest,Count,Char,Bigrams,1.0,0.0,1000,342,StandardScaler,0.19364796782875862,Whole
kNN,Count,Char,Bigrams,1.0,0.0,1000,342,L1,0.0753377945101077,Whole
Logit,Count,Char,Bigrams,1.0,0.0,1000,342,L1,0.03254437869822485,Whole
SVM,Count,Char,Bigrams,1.0,0.0,1000,342,L1,0.09315497080457058,Whole
RandomForest,Count,Char,Bigrams,1.0,0.0,1000,342,L1,0.13209001153503608,Whole
kNN,Count,Char,Bigrams,1.0,0.0,1000,342,L2,0.08193739104013799,Whole
SVM,Count,Char,Bigrams,1.0,0.0,1000,342,L2,0.08970604434013606,Whole
Logit,Count,Char,Bigrams,1.0,0.0,1000,342,L2,0.08455242901548525,Whole
RandomForest,Count,Char,Bigrams,1.0,0.0,1000,342,L2,0.13523122791015094,Whole
kNN,Count,Char,Bigrams,1.0,0.1,None,250,StandardScaler,0.16205658844451717,Whole
SVM,Count,Char,Bigrams,1.0,0.1,None,250,StandardScaler,0.09717818450439926,Whole
Logit,Count,Char,Bigrams,1.0,0.1,None,250,StandardScaler,0.26384703693726375,Whole
RandomForest,Count,Char,Bigrams,1.0,0.1,None,250,StandardScaler,0.17383826127328614,Whole
kNN,Count,Char,Bigrams,1.0,0.1,None,250,L1,0.0753377945101077,Whole
Logit,Count,Char,Bigrams,1.0,0.1,None,250,L1,0.03254437869822485,Whole
SVM,Count,Char,Bigrams,1.0,0.1,None,250,L1,0.09865230444671562,Whole
RandomForest,Count,Char,Bigrams,1.0,0.1,None,250,L1,0.15115048009711576,Whole
kNN,Count,Char,Bigrams,1.0,0.1,None,250,L2,0.08096265581606905,Whole
Logit,Count,Char,Bigrams,1.0,0.1,None,250,L2,0.08486632553665528,Whole
SVM,Count,Char,Bigrams,1.0,0.1,None,250,L2,0.12374543979074526,Whole
RandomForest,Count,Char,Bigrams,1.0,0.1,None,250,L2,0.12970457872470692,Whole
kNN,Count,Char,Bigrams,1.0,0.1,1000,250,StandardScaler,0.16205658844451717,Whole
SVM,Count,Char,Bigrams,1.0,0.1,1000,250,StandardScaler,0.09717818450439926,Whole
Logit,Count,Char,Bigrams,1.0,0.1,1000,250,StandardScaler,0.26384703693726375,Whole
RandomForest,Count,Char,Bigrams,1.0,0.1,1000,250,StandardScaler,0.179507331421025,Whole
kNN,Count,Char,Bigrams,1.0,0.1,1000,250,L1,0.0753377945101077,Whole
Logit,Count,Char,Bigrams,1.0,0.1,1000,250,L1,0.03254437869822485,Whole
SVM,Count,Char,Bigrams,1.0,0.1,1000,250,L1,0.09865230444671562,Whole
RandomForest,Count,Char,Bigrams,1.0,0.1,1000,250,L1,0.14642264441340136,Whole
kNN,Count,Char,Bigrams,1.0,0.1,1000,250,L2,0.08096265581606905,Whole
Logit,Count,Char,Bigrams,1.0,0.1,1000,250,L2,0.08486632553665528,Whole
SVM,Count,Char,Bigrams,1.0,0.1,1000,250,L2,0.12374543979074526,Whole
RandomForest,Count,Char,Bigrams,1.0,0.1,1000,250,L2,0.14890044155260884,Whole
kNN,Count,Char,Bigrams,1.0,0.2,None,227,StandardScaler,0.20206457752168358,Whole
SVM,Count,Char,Bigrams,1.0,0.2,None,227,StandardScaler,0.09334582273031078,Whole
Logit,Count,Char,Bigrams,1.0,0.2,None,227,StandardScaler,0.2561297162091063,Whole
RandomForest,Count,Char,Bigrams,1.0,0.2,None,227,StandardScaler,0.17987098174111762,Whole
kNN,Count,Char,Bigrams,1.0,0.2,None,227,L1,0.07476439129108699,Whole
Logit,Count,Char,Bigrams,1.0,0.2,None,227,L1,0.03254437869822485,Whole
SVM,Count,Char,Bigrams,1.0,0.2,None,227,L1,0.10610962763550606,Whole
RandomForest,Count,Char,Bigrams,1.0,0.2,None,227,L1,0.13214677997683852,Whole
kNN,Count,Char,Bigrams,1.0,0.2,None,227,L2,0.0838205198738715,Whole
Logit,Count,Char,Bigrams,1.0,0.2,None,227,L2,0.08484676248066753,Whole
SVM,Count,Char,Bigrams,1.0,0.2,None,227,L2,0.13241123616323472,Whole
RandomForest,Count,Char,Bigrams,1.0,0.2,None,227,L2,0.13878794368726585,Whole
kNN,Count,Char,Bigrams,1.0,0.2,1000,227,StandardScaler,0.20206457752168358,Whole
SVM,Count,Char,Bigrams,1.0,0.2,1000,227,StandardScaler,0.09334582273031078,Whole
Logit,Count,Char,Bigrams,1.0,0.2,1000,227,StandardScaler,0.2561297162091063,Whole
RandomForest,Count,Char,Bigrams,1.0,0.2,1000,227,StandardScaler,0.18363503381447951,Whole
kNN,Count,Char,Bigrams,1.0,0.2,1000,227,L1,0.07476439129108699,Whole
Logit,Count,Char,Bigrams,1.0,0.2,1000,227,L1,0.03254437869822485,Whole
SVM,Count,Char,Bigrams,1.0,0.2,1000,227,L1,0.10610962763550606,Whole
RandomForest,Count,Char,Bigrams,1.0,0.2,1000,227,L1,0.15400745427261714,Whole
kNN,Count,Char,Bigrams,1.0,0.2,1000,227,L2,0.0838205198738715,Whole
Logit,Count,Char,Bigrams,1.0,0.2,1000,227,L2,0.08484676248066753,Whole
SVM,Count,Char,Bigrams,1.0,0.2,1000,227,L2,0.13241123616323472,Whole
RandomForest,Count,Char,Bigrams,1.0,0.2,1000,227,L2,0.13642285459645018,Whole
kNN,Count,Char,Trigrams,0.8,0.0,None,3408,StandardScaler,0.06367686358587292,Whole
RandomForest,Count,Char,Trigrams,0.8,0.0,None,3408,StandardScaler,0.1810196787563867,Whole
SVM,Count,Char,Trigrams,0.8,0.0,None,3408,StandardScaler,0.0557482300894149,Whole
Logit,Count,Char,Trigrams,0.8,0.0,None,3408,StandardScaler,0.3214161213471252,Whole
kNN,Count,Char,Trigrams,0.8,0.0,None,3408,L1,0.026690907822179404,Whole
Logit,Count,Char,Trigrams,0.8,0.0,None,3408,L1,0.03254437869822485,Whole
SVM,Count,Char,Trigrams,0.8,0.0,None,3408,L1,0.1513750483306294,Whole
RandomForest,Count,Char,Trigrams,0.8,0.0,None,3408,L1,0.15751100028884155,Whole
kNN,Count,Char,Trigrams,0.8,0.0,None,3408,L2,0.051353756470719956,Whole
SVM,Count,Char,Trigrams,0.8,0.0,None,3408,L2,0.14244510732935933,Whole
RandomForest,Count,Char,Trigrams,0.8,0.0,None,3408,L2,0.14664562118843763,Whole
Logit,Count,Char,Trigrams,0.8,0.0,None,3408,L2,0.1073512221081227,Whole
kNN,Count,Char,Trigrams,0.8,0.0,1000,1000,StandardScaler,0.11519186325589599,Whole
SVM,Count,Char,Trigrams,0.8,0.0,1000,1000,StandardScaler,0.12386647240713716,Whole
RandomForest,Count,Char,Trigrams,0.8,0.0,1000,1000,StandardScaler,0.1489575159678955,Whole
Logit,Count,Char,Trigrams,0.8,0.0,1000,1000,StandardScaler,0.3209591696100051,Whole
kNN,Count,Char,Trigrams,0.8,0.0,1000,1000,L1,0.043870114438784746,Whole
Logit,Count,Char,Trigrams,0.8,0.0,1000,1000,L1,0.03254437869822485,Whole
SVM,Count,Char,Trigrams,0.8,0.0,1000,1000,L1,0.15599580427047197,Whole
RandomForest,Count,Char,Trigrams,0.8,0.0,1000,1000,L1,0.1443478123758696,Whole
kNN,Count,Char,Trigrams,0.8,0.0,1000,1000,L2,0.06500939569847063,Whole
SVM,Count,Char,Trigrams,0.8,0.0,1000,1000,L2,0.14039253396471804,Whole
Logit,Count,Char,Trigrams,0.8,0.0,1000,1000,L2,0.10598956534957694,Whole
RandomForest,Count,Char,Trigrams,0.8,0.0,1000,1000,L2,0.14568143852659485,Whole
kNN,Count,Char,Trigrams,0.8,0.1,None,1345,StandardScaler,0.09259434496996687,Whole
SVM,Count,Char,Trigrams,0.8,0.1,None,1345,StandardScaler,0.12895632646683666,Whole
RandomForest,Count,Char,Trigrams,0.8,0.1,None,1345,StandardScaler,0.14249285486700883,Whole
Logit,Count,Char,Trigrams,0.8,0.1,None,1345,StandardScaler,0.307320363714315,Whole
kNN,Count,Char,Trigrams,0.8,0.1,None,1345,L1,0.03873092674033127,Whole
Logit,Count,Char,Trigrams,0.8,0.1,None,1345,L1,0.03254437869822485,Whole
SVM,Count,Char,Trigrams,0.8,0.1,None,1345,L1,0.15386775110754805,Whole
RandomForest,Count,Char,Trigrams,0.8,0.1,None,1345,L1,0.14031832252422513,Whole
kNN,Count,Char,Trigrams,0.8,0.1,None,1345,L2,0.058967304731327795,Whole
SVM,Count,Char,Trigrams,0.8,0.1,None,1345,L2,0.1409759737497038,Whole
Logit,Count,Char,Trigrams,0.8,0.1,None,1345,L2,0.10451303426822174,Whole
RandomForest,Count,Char,Trigrams,0.8,0.1,None,1345,L2,0.14990864821876815,Whole
kNN,Count,Char,Trigrams,0.8,0.1,1000,1000,StandardScaler,0.11620962606171147,Whole
SVM,Count,Char,Trigrams,0.8,0.1,1000,1000,StandardScaler,0.12412807267485886,Whole
RandomForest,Count,Char,Trigrams,0.8,0.1,1000,1000,StandardScaler,0.15122214390302188,Whole
Logit,Count,Char,Trigrams,0.8,0.1,1000,1000,StandardScaler,0.3202594577040057,Whole
kNN,Count,Char,Trigrams,0.8,0.1,1000,1000,L1,0.043092744733241956,Whole
Logit,Count,Char,Trigrams,0.8,0.1,1000,1000,L1,0.03254437869822485,Whole
SVM,Count,Char,Trigrams,0.8,0.1,1000,1000,L1,0.15599580427047197,Whole
RandomForest,Count,Char,Trigrams,0.8,0.1,1000,1000,L1,0.15098250764539464,Whole
kNN,Count,Char,Trigrams,0.8,0.1,1000,1000,L2,0.0660166887711857,Whole
SVM,Count,Char,Trigrams,0.8,0.1,1000,1000,L2,0.14039253396471804,Whole
Logit,Count,Char,Trigrams,0.8,0.1,1000,1000,L2,0.10597188817344011,Whole
RandomForest,Count,Char,Trigrams,0.8,0.1,1000,1000,L2,0.15130944472324,Whole
kNN,Count,Char,Trigrams,0.8,0.2,None,722,StandardScaler,0.11473070492191494,Whole
SVM,Count,Char,Trigrams,0.8,0.2,None,722,StandardScaler,0.12824511820099782,Whole
RandomForest,Count,Char,Trigrams,0.8,0.2,None,722,StandardScaler,0.13987252088219895,Whole
Logit,Count,Char,Trigrams,0.8,0.2,None,722,StandardScaler,0.3059550082094374,Whole
kNN,Count,Char,Trigrams,0.8,0.2,None,722,L1,0.04418420780320958,Whole
Logit,Count,Char,Trigrams,0.8,0.2,None,722,L1,0.03254437869822485,Whole
SVM,Count,Char,Trigrams,0.8,0.2,None,722,L1,0.15018822665214818,Whole
RandomForest,Count,Char,Trigrams,0.8,0.2,None,722,L1,0.15205240868775927,Whole
kNN,Count,Char,Trigrams,0.8,0.2,None,722,L2,0.06874995728986848,Whole
SVM,Count,Char,Trigrams,0.8,0.2,None,722,L2,0.14722370499159995,Whole
Logit,Count,Char,Trigrams,0.8,0.2,None,722,L2,0.1054421676809475,Whole
RandomForest,Count,Char,Trigrams,0.8,0.2,None,722,L2,0.14684024321750375,Whole
kNN,Count,Char,Trigrams,0.8,0.2,1000,722,StandardScaler,0.11473070492191494,Whole
SVM,Count,Char,Trigrams,0.8,0.2,1000,722,StandardScaler,0.12824511820099782,Whole
RandomForest,Count,Char,Trigrams,0.8,0.2,1000,722,StandardScaler,0.14863127398398515,Whole
Logit,Count,Char,Trigrams,0.8,0.2,1000,722,StandardScaler,0.3059550082094374,Whole
kNN,Count,Char,Trigrams,0.8,0.2,1000,722,L1,0.04418420780320958,Whole
Logit,Count,Char,Trigrams,0.8,0.2,1000,722,L1,0.03254437869822485,Whole
SVM,Count,Char,Trigrams,0.8,0.2,1000,722,L1,0.15018822665214818,Whole
RandomForest,Count,Char,Trigrams,0.8,0.2,1000,722,L1,0.14666813296727652,Whole
kNN,Count,Char,Trigrams,0.8,0.2,1000,722,L2,0.06874995728986848,Whole
SVM,Count,Char,Trigrams,0.8,0.2,1000,722,L2,0.14722370499159995,Whole
Logit,Count,Char,Trigrams,0.8,0.2,1000,722,L2,0.1054421676809475,Whole
RandomForest,Count,Char,Trigrams,0.8,0.2,1000,722,L2,0.14648479286796257,Whole
kNN,Count,Char,Trigrams,0.9,0.0,None,3409,StandardScaler,0.06367686358587292,Whole
RandomForest,Count,Char,Trigrams,0.9,0.0,None,3409,StandardScaler,0.1604893415373261,Whole
SVM,Count,Char,Trigrams,0.9,0.0,None,3409,StandardScaler,0.0557482300894149,Whole
Logit,Count,Char,Trigrams,0.9,0.0,None,3409,StandardScaler,0.2923323098306451,Whole
kNN,Count,Char,Trigrams,0.9,0.0,None,3409,L1,0.02964338039450819,Whole
Logit,Count,Char,Trigrams,0.9,0.0,None,3409,L1,0.03254437869822485,Whole
SVM,Count,Char,Trigrams,0.9,0.0,None,3409,L1,0.15020970435317876,Whole
RandomForest,Count,Char,Trigrams,0.9,0.0,None,3409,L1,0.16625014848548234,Whole
kNN,Count,Char,Trigrams,0.9,0.0,None,3409,L2,0.05104323255244892,Whole
SVM,Count,Char,Trigrams,0.9,0.0,None,3409,L2,0.14419527416163122,Whole
RandomForest,Count,Char,Trigrams,0.9,0.0,None,3409,L2,0.1566035010020426,Whole
Logit,Count,Char,Trigrams,0.9,0.0,None,3409,L2,0.10752761466318662,Whole
kNN,Count,Char,Trigrams,0.9,0.0,1000,1000,StandardScaler,0.1152043201474191,Whole
SVM,Count,Char,Trigrams,0.9,0.0,1000,1000,StandardScaler,0.12353676545095597,Whole
RandomForest,Count,Char,Trigrams,0.9,0.0,1000,1000,StandardScaler,0.14322019862789293,Whole
Logit,Count,Char,Trigrams,0.9,0.0,1000,1000,StandardScaler,0.30057621661119344,Whole
kNN,Count,Char,Trigrams,0.9,0.0,1000,1000,L1,0.044046052358475786,Whole
Logit,Count,Char,Trigrams,0.9,0.0,1000,1000,L1,0.03254437869822485,Whole
SVM,Count,Char,Trigrams,0.9,0.0,1000,1000,L1,0.15672890629273364,Whole
RandomForest,Count,Char,Trigrams,0.9,0.0,1000,1000,L1,0.14859775377657505,Whole
kNN,Count,Char,Trigrams,0.9,0.0,1000,1000,L2,0.06696218675193476,Whole
SVM,Count,Char,Trigrams,0.9,0.0,1000,1000,L2,0.14846608899158775,Whole
Logit,Count,Char,Trigrams,0.9,0.0,1000,1000,L2,0.10445981923065877,Whole
RandomForest,Count,Char,Trigrams,0.9,0.0,1000,1000,L2,0.15075754938267102,Whole
kNN,Count,Char,Trigrams,0.9,0.1,None,1346,StandardScaler,0.09254378695933096,Whole
SVM,Count,Char,Trigrams,0.9,0.1,None,1346,StandardScaler,0.129482005910566,Whole
RandomForest,Count,Char,Trigrams,0.9,0.1,None,1346,StandardScaler,0.1515854353250521,Whole
Logit,Count,Char,Trigrams,0.9,0.1,None,1346,StandardScaler,0.3055018017763449,Whole
kNN,Count,Char,Trigrams,0.9,0.1,None,1346,L1,0.041132374517128374,Whole
Logit,Count,Char,Trigrams,0.9,0.1,None,1346,L1,0.03254437869822485,Whole
SVM,Count,Char,Trigrams,0.9,0.1,None,1346,L1,0.15083633585860315,Whole
RandomForest,Count,Char,Trigrams,0.9,0.1,None,1346,L1,0.15074296131125275,Whole
kNN,Count,Char,Trigrams,0.9,0.1,None,1346,L2,0.056475067968640706,Whole
SVM,Count,Char,Trigrams,0.9,0.1,None,1346,L2,0.14284313795190598,Whole
Logit,Count,Char,Trigrams,0.9,0.1,None,1346,L2,0.1044818488122035,Whole
RandomForest,Count,Char,Trigrams,0.9,0.1,None,1346,L2,0.14810137207653484,Whole
kNN,Count,Char,Trigrams,0.9,0.1,1000,1000,StandardScaler,0.11619177122772824,Whole
SVM,Count,Char,Trigrams,0.9,0.1,1000,1000,StandardScaler,0.12305278990403468,Whole
RandomForest,Count,Char,Trigrams,0.9,0.1,1000,1000,StandardScaler,0.16331867311788514,Whole
Logit,Count,Char,Trigrams,0.9,0.1,1000,1000,StandardScaler,0.3016433069497652,Whole
kNN,Count,Char,Trigrams,0.9,0.1,1000,1000,L1,0.04408960181555908,Whole
