classifier,author,vectorizer,ngram type,ngram range,max_df,min_df,max_f,num_f,scaler,f1-score,type
SVM,Franco,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.7378759449303246,Split
RandomForest,Franco,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.5900778649074295,Split
Logit,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.47510537705872796,Split
kNN,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.4902137277363317,Split
SVM,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.47510537705872796,Split
RandomForest,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.47510537705872796,Split
kNN,PietroBembo,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.47642855628352737,Split
Logit,PietroBembo,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.4773107964062738,Split
SVM,PietroBembo,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.4773107964062738,Split
RandomForest,PietroBembo,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.4952574178505635,Split
Logit,CelioMagno,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.47598975438148977,Split
kNN,CelioMagno,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.4930590854873178,Split
SVM,CelioMagno,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.47598975438148977,Split
RandomForest,CelioMagno,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.47598975438148977,Split
Logit,DomenicoVenier,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.48338937068605436,Split
kNN,DomenicoVenier,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.5055845094056713,Split
SVM,DomenicoVenier,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.48338937068605436,Split
RandomForest,DomenicoVenier,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.48338937068605436,Split
Logit,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.4947203924593991,Split
kNN,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.4947203924593991,Split
SVM,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.4947203924593991,Split
RandomForest,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.4947203924593991,Split
Logit,MarcoVenier,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.4951298445023285,Split
kNN,MarcoVenier,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.5622000335416272,Split
SVM,MarcoVenier,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.4951298445023285,Split
RandomForest,MarcoVenier,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.4951298445023285,Split
kNN,Petrarca,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.3613606223425345,Split
Logit,Petrarca,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.49084733703332234,Split
SVM,Petrarca,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.598341074866409,Split
RandomForest,Petrarca,Count,Char,Trigrams,1.0,0.1,1000,1000,L2,0.47799614665868434,Split
kNN,Franco,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.44559293009085343,Split
Logit,Franco,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.7286697042347571,Split
SVM,Franco,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.7120937316493783,Split
RandomForest,Franco,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.607568954093738,Split
kNN,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.4763208415308477,Split
Logit,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.6704537598825705,Split
SVM,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.47510537705872796,Split
RandomForest,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.4728543885811791,Split
kNN,PietroBembo,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.47554189966269106,Split
Logit,PietroBembo,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.5792807090196536,Split
SVM,PietroBembo,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.4773107964062738,Split
RandomForest,PietroBembo,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.5311934503064316,Split
kNN,CelioMagno,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.47598975438148977,Split
Logit,CelioMagno,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.5293689275956993,Split
SVM,CelioMagno,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.47598975438148977,Split
RandomForest,CelioMagno,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.4728382471388956,Split
kNN,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.48338937068605436,Split
Logit,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.5033311770698566,Split
SVM,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.48338937068605436,Split
RandomForest,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.4794387879591981,Split
kNN,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.4947203924593991,Split
Logit,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.4947203924593991,Split
SVM,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.4947203924593991,Split
RandomForest,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.49306233646997216,Split
kNN,MarcoVenier,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.4951298445023285,Split
Logit,MarcoVenier,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.561375069409633,Split
SVM,MarcoVenier,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.4951298445023285,Split
RandomForest,MarcoVenier,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.4930521570587874,Split
kNN,Petrarca,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.48926326286020644,Split
Logit,Petrarca,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.6756465757434462,Split
SVM,Petrarca,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.5584937243823811,Split
RandomForest,Petrarca,Count,Char,Trigrams,1.0,0.2,None,573,StandardScaler,0.5228448345537687,Split
Logit,Franco,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.39019544235829434,Split
kNN,Franco,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.41571963381565896,Split
SVM,Franco,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.7317044900963122,Split
RandomForest,Franco,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.6001006321430077,Split
Logit,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.47510537705872796,Split
kNN,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.47465976152805794,Split
SVM,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.47510537705872796,Split
RandomForest,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.47510537705872796,Split
Logit,PietroBembo,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.4773107964062738,Split
kNN,PietroBembo,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.47598070156472855,Split
SVM,PietroBembo,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.4773107964062738,Split
RandomForest,PietroBembo,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.5293983192503481,Split
Logit,CelioMagno,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.47598975438148977,Split
kNN,CelioMagno,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.4930590854873178,Split
SVM,CelioMagno,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.47598975438148977,Split
RandomForest,CelioMagno,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.47598975438148977,Split
Logit,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.48338937068605436,Split
kNN,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.4829591961224633,Split
SVM,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.48338937068605436,Split
RandomForest,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.48338937068605436,Split
Logit,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.4947203924593991,Split
kNN,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.4947203924593991,Split
SVM,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.4947203924593991,Split
RandomForest,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.4947203924593991,Split
Logit,MarcoVenier,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.4951298445023285,Split
kNN,MarcoVenier,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.4951298445023285,Split
SVM,MarcoVenier,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.4951298445023285,Split
RandomForest,MarcoVenier,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.4951298445023285,Split
Logit,Petrarca,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.4246075715604802,Split
kNN,Petrarca,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.24403721058248243,Split
SVM,Petrarca,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.6298726839211192,Split
RandomForest,Petrarca,Count,Char,Trigrams,1.0,0.2,None,573,L1,0.5311266002587559,Split
kNN,Franco,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.4854555883316945,Split
Logit,Franco,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.6760682747868167,Split
SVM,Franco,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.7270469557505855,Split
RandomForest,Franco,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.6259477151006313,Split
Logit,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.47510537705872796,Split
kNN,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.47465976152805794,Split
SVM,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.47510537705872796,Split
RandomForest,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.47510537705872796,Split
Logit,PietroBembo,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.4773107964062738,Split
kNN,PietroBembo,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.47598519703402536,Split
SVM,PietroBembo,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.4773107964062738,Split
RandomForest,PietroBembo,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.4952574178505635,Split
Logit,CelioMagno,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.47598975438148977,Split
kNN,CelioMagno,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.4930590854873178,Split
SVM,CelioMagno,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.47598975438148977,Split
RandomForest,CelioMagno,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.47598975438148977,Split
Logit,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.48338937068605436,Split
kNN,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.5055845094056713,Split
SVM,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.48338937068605436,Split
RandomForest,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.48338937068605436,Split
Logit,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.4947203924593991,Split
kNN,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.4947203924593991,Split
SVM,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.4947203924593991,Split
RandomForest,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.4947203924593991,Split
Logit,MarcoVenier,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.4951298445023285,Split
kNN,MarcoVenier,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.4951298445023285,Split
SVM,MarcoVenier,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.4951298445023285,Split
RandomForest,MarcoVenier,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.4951298445023285,Split
kNN,Petrarca,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.3611275190983112,Split
Logit,Petrarca,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.5153967862565135,Split
SVM,Petrarca,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.6272900873857985,Split
RandomForest,Petrarca,Count,Char,Trigrams,1.0,0.2,None,573,L2,0.47882643324624796,Split
kNN,Franco,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.44559293009085343,Split
Logit,Franco,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.7286697042347571,Split
SVM,Franco,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.7120937316493783,Split
RandomForest,Franco,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.6087526611073873,Split
kNN,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.4763208415308477,Split
Logit,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.6704537598825705,Split
SVM,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.47510537705872796,Split
RandomForest,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.4733092036889506,Split
kNN,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.47554189966269106,Split
Logit,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.5792807090196536,Split
SVM,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.4773107964062738,Split
RandomForest,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.5190240292460407,Split
kNN,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.47598975438148977,Split
Logit,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.5293689275956993,Split
SVM,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.47598975438148977,Split
RandomForest,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.4728382471388956,Split
kNN,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.48338937068605436,Split
Logit,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.5033311770698566,Split
SVM,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.48338937068605436,Split
RandomForest,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.47898860788716924,Split
kNN,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.4947203924593991,Split
Logit,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.4947203924593991,Split
SVM,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.4947203924593991,Split
RandomForest,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.49306233646997216,Split
kNN,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.4951298445023285,Split
Logit,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.561375069409633,Split
SVM,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.4951298445023285,Split
RandomForest,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.49347178851290163,Split
kNN,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.48926326286020644,Split
Logit,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.6756465757434462,Split
SVM,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.5584937243823811,Split
RandomForest,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,573,StandardScaler,0.5368941419153914,Split
Logit,Franco,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.39019544235829434,Split
kNN,Franco,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.41571963381565896,Split
SVM,Franco,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.7317044900963122,Split
RandomForest,Franco,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.5951397176101918,Split
Logit,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.47510537705872796,Split
kNN,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.47465976152805794,Split
SVM,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.47510537705872796,Split
RandomForest,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.47510537705872796,Split
Logit,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.4773107964062738,Split
kNN,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.47598070156472855,Split
SVM,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.4773107964062738,Split
RandomForest,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.5132040392948531,Split
Logit,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.47598975438148977,Split
kNN,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.4930590854873178,Split
SVM,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.47598975438148977,Split
RandomForest,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.47598975438148977,Split
Logit,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.48338937068605436,Split
kNN,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.4829591961224633,Split
SVM,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.48338937068605436,Split
RandomForest,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.48338937068605436,Split
Logit,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.4947203924593991,Split
kNN,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.4947203924593991,Split
SVM,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.4947203924593991,Split
RandomForest,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.4947203924593991,Split
Logit,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.4951298445023285,Split
kNN,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.4951298445023285,Split
SVM,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.4951298445023285,Split
RandomForest,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.4951298445023285,Split
Logit,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.4246075715604802,Split
kNN,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.24403721058248243,Split
SVM,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.6298726839211192,Split
RandomForest,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,573,L1,0.477727138762953,Split
kNN,Franco,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.4854555883316945,Split
Logit,Franco,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.6760682747868167,Split
SVM,Franco,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.7270469557505855,Split
RandomForest,Franco,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.6336662261646547,Split
Logit,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.47510537705872796,Split
kNN,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.47465976152805794,Split
SVM,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.47510537705872796,Split
RandomForest,AntonGiacomoCorso,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.47510537705872796,Split
Logit,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.4773107964062738,Split
kNN,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.47598519703402536,Split
SVM,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.4773107964062738,Split
RandomForest,PietroBembo,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.4952574178505635,Split
Logit,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.47598975438148977,Split
kNN,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.4930590854873178,Split
SVM,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.47598975438148977,Split
RandomForest,CelioMagno,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.47598975438148977,Split
Logit,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.48338937068605436,Split
kNN,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.5055845094056713,Split
SVM,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.48338937068605436,Split
RandomForest,DomenicoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.48338937068605436,Split
Logit,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.4947203924593991,Split
kNN,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.4947203924593991,Split
SVM,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.4947203924593991,Split
RandomForest,GiorgioGradenigo,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.4947203924593991,Split
Logit,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.4951298445023285,Split
kNN,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.4951298445023285,Split
SVM,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.4951298445023285,Split
RandomForest,MarcoVenier,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.4951298445023285,Split
kNN,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.3611275190983112,Split
Logit,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.5153967862565135,Split
SVM,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.6272900873857985,Split
RandomForest,Petrarca,Count,Char,Trigrams,1.0,0.2,1000,573,L2,0.5007701491540921,Split
kNN,Franco,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.34852488980206986,Split
Logit,Franco,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.652410939878156,Split
RandomForest,Franco,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.7037423437502635,Split
SVM,Franco,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.38656428074968124,Split
kNN,AntonGiacomoCorso,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.47510537705872796,Split
Logit,AntonGiacomoCorso,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.47510537705872796,Split
RandomForest,AntonGiacomoCorso,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.47510537705872796,Split
SVM,AntonGiacomoCorso,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.47510537705872796,Split
kNN,PietroBembo,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.5114516978060585,Split
Logit,PietroBembo,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.5435639875519359,Split
RandomForest,PietroBembo,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.5435639875519359,Split
SVM,PietroBembo,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.4773107964062738,Split
kNN,CelioMagno,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.47598975438148977,Split
Logit,CelioMagno,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.47598975438148977,Split
RandomForest,CelioMagno,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.47598975438148977,Split
SVM,CelioMagno,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.47598975438148977,Split
kNN,DomenicoVenier,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.48338937068605436,Split
Logit,DomenicoVenier,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.48338937068605436,Split
RandomForest,DomenicoVenier,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.48338937068605436,Split
SVM,DomenicoVenier,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.48338937068605436,Split
kNN,GiorgioGradenigo,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.4947203924593991,Split
Logit,GiorgioGradenigo,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.4947203924593991,Split
RandomForest,GiorgioGradenigo,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.4947203924593991,Split
SVM,GiorgioGradenigo,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.4947203924593991,Split
kNN,MarcoVenier,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.4951298445023285,Split
Logit,MarcoVenier,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.4951298445023285,Split
RandomForest,MarcoVenier,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.4951298445023285,Split
SVM,MarcoVenier,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.4951298445023285,Split
kNN,Petrarca,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.4246075715604802,Split
Logit,Petrarca,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.4954301582108418,Split
RandomForest,Petrarca,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.5150057766408914,Split
SVM,Petrarca,Count,Word,Unigrams,0.8,0.0,None,8429,StandardScaler,0.4246075715604802,Split
Logit,Franco,Count,Word,Unigrams,0.8,0.0,None,8429,L1,0.39019544235829434,Split
kNN,Franco,Count,Word,Unigrams,0.8,0.0,None,8429,L1,0.439423742734043,Split
RandomForest,Franco,Count,Word,Unigrams,0.8,0.0,None,8429,L1,0.6986562272707241,Split
SVM,Franco,Count,Word,Unigrams,0.8,0.0,None,8429,L1,0.7818906349302561,Split
Logit,AntonGiacomoCorso,Count,Word,Unigrams,0.8,0.0,None,8429,L1,0.47510537705872796,Split
