classifier,vectorizer,ngram type,ngram range,max_df,min_df,max_f,num_f,scaler,f1-score,type
kNN,Count,Word,Unigrams,1.0,0.1,1000,108,L1,0.15356814634909435,Split
Logit,Count,Word,Unigrams,1.0,0.1,1000,108,L1,0.0753395016140454,Split
SVM,Count,Word,Unigrams,1.0,0.1,1000,108,L1,0.2675815046704488,Split
RandomForest,Count,Word,Unigrams,1.0,0.1,1000,108,L1,0.2723653858482614,Split
kNN,Count,Word,Unigrams,1.0,0.1,1000,108,L2,0.21881150201285524,Split
Logit,Count,Word,Unigrams,1.0,0.1,1000,108,L2,0.2600028723877131,Split
SVM,Count,Word,Unigrams,1.0,0.1,1000,108,L2,0.2714589787334448,Split
RandomForest,Count,Word,Unigrams,1.0,0.1,1000,108,L2,0.26587640480952474,Split
kNN,Count,Word,Unigrams,1.0,0.2,None,46,StandardScaler,0.22502650724009898,Split
SVM,Count,Word,Unigrams,1.0,0.2,None,46,StandardScaler,0.2546588043166031,Split
Logit,Count,Word,Unigrams,1.0,0.2,None,46,StandardScaler,0.3807387104726308,Split
RandomForest,Count,Word,Unigrams,1.0,0.2,None,46,StandardScaler,0.2503687497762403,Split
kNN,Count,Word,Unigrams,1.0,0.2,None,46,L1,0.18549254184378405,Split
Logit,Count,Word,Unigrams,1.0,0.2,None,46,L1,0.09613590248565168,Split
SVM,Count,Word,Unigrams,1.0,0.2,None,46,L1,0.23590035034782542,Split
RandomForest,Count,Word,Unigrams,1.0,0.2,None,46,L1,0.2657699706511475,Split
kNN,Count,Word,Unigrams,1.0,0.2,None,46,L2,0.19165903134203124,Split
Logit,Count,Word,Unigrams,1.0,0.2,None,46,L2,0.24648944102928572,Split
SVM,Count,Word,Unigrams,1.0,0.2,None,46,L2,0.25635537780528234,Split
RandomForest,Count,Word,Unigrams,1.0,0.2,None,46,L2,0.2531780781385334,Split
kNN,Count,Word,Unigrams,1.0,0.2,1000,46,StandardScaler,0.22502650724009898,Split
SVM,Count,Word,Unigrams,1.0,0.2,1000,46,StandardScaler,0.2546588043166031,Split
Logit,Count,Word,Unigrams,1.0,0.2,1000,46,StandardScaler,0.3807387104726308,Split
RandomForest,Count,Word,Unigrams,1.0,0.2,1000,46,StandardScaler,0.27090985209795954,Split
kNN,Count,Word,Unigrams,1.0,0.2,1000,46,L1,0.18549254184378405,Split
Logit,Count,Word,Unigrams,1.0,0.2,1000,46,L1,0.09613590248565168,Split
SVM,Count,Word,Unigrams,1.0,0.2,1000,46,L1,0.23590035034782542,Split
RandomForest,Count,Word,Unigrams,1.0,0.2,1000,46,L1,0.2655250275939423,Split
kNN,Count,Word,Unigrams,1.0,0.2,1000,46,L2,0.19165903134203124,Split
Logit,Count,Word,Unigrams,1.0,0.2,1000,46,L2,0.24648944102928572,Split
SVM,Count,Word,Unigrams,1.0,0.2,1000,46,L2,0.25635537780528234,Split
RandomForest,Count,Word,Unigrams,1.0,0.2,1000,46,L2,0.24957138548330812,Split
kNN,TfIdf,Char,Bigrams,0.8,0.0,None,243,StandardScaler,0.1991120976475221,Split
SVM,TfIdf,Char,Bigrams,0.8,0.0,None,243,StandardScaler,0.17063459596892963,Split
Logit,TfIdf,Char,Bigrams,0.8,0.0,None,243,StandardScaler,0.34801025689537113,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.0,None,243,StandardScaler,0.16144634918754963,Split
kNN,TfIdf,Char,Bigrams,0.8,0.0,None,243,L1,0.07588439796243789,Split
Logit,TfIdf,Char,Bigrams,0.8,0.0,None,243,L1,0.06619335919854757,Split
SVM,TfIdf,Char,Bigrams,0.8,0.0,None,243,L1,0.16172908058485724,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.0,None,243,L1,0.14200109969375985,Split
kNN,TfIdf,Char,Bigrams,0.8,0.0,None,243,L2,0.12076597103075824,Split
Logit,TfIdf,Char,Bigrams,0.8,0.0,None,243,L2,0.1545315915381906,Split
SVM,TfIdf,Char,Bigrams,0.8,0.0,None,243,L2,0.15734557673732408,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.0,None,243,L2,0.15005376802102968,Split
kNN,TfIdf,Char,Bigrams,0.8,0.0,1000,243,StandardScaler,0.1991120976475221,Split
Logit,TfIdf,Char,Bigrams,0.8,0.0,1000,243,StandardScaler,0.34801025689537113,Split
SVM,TfIdf,Char,Bigrams,0.8,0.0,1000,243,StandardScaler,0.17063459596892963,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.0,1000,243,StandardScaler,0.15435300859543621,Split
kNN,TfIdf,Char,Bigrams,0.8,0.0,1000,243,L1,0.07588439796243789,Split
Logit,TfIdf,Char,Bigrams,0.8,0.0,1000,243,L1,0.06619335919854757,Split
SVM,TfIdf,Char,Bigrams,0.8,0.0,1000,243,L1,0.16172908058485724,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.0,1000,243,L1,0.14432498152786066,Split
kNN,TfIdf,Char,Bigrams,0.8,0.0,1000,243,L2,0.12076597103075824,Split
Logit,TfIdf,Char,Bigrams,0.8,0.0,1000,243,L2,0.1545315915381906,Split
SVM,TfIdf,Char,Bigrams,0.8,0.0,1000,243,L2,0.15734557673732408,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.0,1000,243,L2,0.14226085362353622,Split
kNN,TfIdf,Char,Bigrams,0.8,0.1,None,157,StandardScaler,0.16748184507230124,Split
SVM,TfIdf,Char,Bigrams,0.8,0.1,None,157,StandardScaler,0.14814533862324855,Split
Logit,TfIdf,Char,Bigrams,0.8,0.1,None,157,StandardScaler,0.2723961829001719,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.1,None,157,StandardScaler,0.14917674973529624,Split
kNN,TfIdf,Char,Bigrams,0.8,0.1,None,157,L1,0.078116766274661,Split
Logit,TfIdf,Char,Bigrams,0.8,0.1,None,157,L1,0.06619335919854757,Split
SVM,TfIdf,Char,Bigrams,0.8,0.1,None,157,L1,0.1523314254805095,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.1,None,157,L1,0.15098235040468674,Split
kNN,TfIdf,Char,Bigrams,0.8,0.1,None,157,L2,0.12654488601056987,Split
Logit,TfIdf,Char,Bigrams,0.8,0.1,None,157,L2,0.15642217366451028,Split
SVM,TfIdf,Char,Bigrams,0.8,0.1,None,157,L2,0.14945099259607217,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.1,None,157,L2,0.14415266774836233,Split
kNN,TfIdf,Char,Bigrams,0.8,0.1,1000,157,StandardScaler,0.16748184507230124,Split
SVM,TfIdf,Char,Bigrams,0.8,0.1,1000,157,StandardScaler,0.14814533862324855,Split
Logit,TfIdf,Char,Bigrams,0.8,0.1,1000,157,StandardScaler,0.2723961829001719,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.1,1000,157,StandardScaler,0.1484358157089706,Split
kNN,TfIdf,Char,Bigrams,0.8,0.1,1000,157,L1,0.078116766274661,Split
Logit,TfIdf,Char,Bigrams,0.8,0.1,1000,157,L1,0.06619335919854757,Split
SVM,TfIdf,Char,Bigrams,0.8,0.1,1000,157,L1,0.1523314254805095,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.1,1000,157,L1,0.1383501380096307,Split
kNN,TfIdf,Char,Bigrams,0.8,0.1,1000,157,L2,0.12654488601056987,Split
Logit,TfIdf,Char,Bigrams,0.8,0.1,1000,157,L2,0.15642217366451028,Split
SVM,TfIdf,Char,Bigrams,0.8,0.1,1000,157,L2,0.14945099259607217,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.1,1000,157,L2,0.14531536210840404,Split
kNN,TfIdf,Char,Bigrams,0.8,0.2,None,138,StandardScaler,0.16126493157838287,Split
SVM,TfIdf,Char,Bigrams,0.8,0.2,None,138,StandardScaler,0.14937978464944598,Split
Logit,TfIdf,Char,Bigrams,0.8,0.2,None,138,StandardScaler,0.24703708023521562,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.2,None,138,StandardScaler,0.14878534944778501,Split
kNN,TfIdf,Char,Bigrams,0.8,0.2,None,138,L1,0.08229840750165954,Split
Logit,TfIdf,Char,Bigrams,0.8,0.2,None,138,L1,0.06619335919854757,Split
SVM,TfIdf,Char,Bigrams,0.8,0.2,None,138,L1,0.147332763461105,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.2,None,138,L1,0.15105497440403873,Split
kNN,TfIdf,Char,Bigrams,0.8,0.2,None,138,L2,0.13367296131050943,Split
Logit,TfIdf,Char,Bigrams,0.8,0.2,None,138,L2,0.14735940869045736,Split
SVM,TfIdf,Char,Bigrams,0.8,0.2,None,138,L2,0.1521664053321312,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.2,None,138,L2,0.14794005591867335,Split
kNN,TfIdf,Char,Bigrams,0.8,0.2,1000,138,StandardScaler,0.16126493157838287,Split
SVM,TfIdf,Char,Bigrams,0.8,0.2,1000,138,StandardScaler,0.14937978464944598,Split
Logit,TfIdf,Char,Bigrams,0.8,0.2,1000,138,StandardScaler,0.24703708023521562,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.2,1000,138,StandardScaler,0.1447540353146184,Split
kNN,TfIdf,Char,Bigrams,0.8,0.2,1000,138,L1,0.08229840750165954,Split
Logit,TfIdf,Char,Bigrams,0.8,0.2,1000,138,L1,0.06619335919854757,Split
SVM,TfIdf,Char,Bigrams,0.8,0.2,1000,138,L1,0.147332763461105,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.2,1000,138,L1,0.1448003157678022,Split
kNN,TfIdf,Char,Bigrams,0.8,0.2,1000,138,L2,0.13367296131050943,Split
Logit,TfIdf,Char,Bigrams,0.8,0.2,1000,138,L2,0.14735940869045736,Split
SVM,TfIdf,Char,Bigrams,0.8,0.2,1000,138,L2,0.1521664053321312,Split
RandomForest,TfIdf,Char,Bigrams,0.8,0.2,1000,138,L2,0.1420919965343414,Split
kNN,TfIdf,Char,Bigrams,0.9,0.0,None,277,StandardScaler,0.2205377367450961,Split
SVM,TfIdf,Char,Bigrams,0.9,0.0,None,277,StandardScaler,0.1818231733046386,Split
Logit,TfIdf,Char,Bigrams,0.9,0.0,None,277,StandardScaler,0.3654486266993154,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.0,None,277,StandardScaler,0.1603941967896759,Split
kNN,TfIdf,Char,Bigrams,0.9,0.0,None,277,L1,0.07401697988293669,Split
Logit,TfIdf,Char,Bigrams,0.9,0.0,None,277,L1,0.06619335919854757,Split
SVM,TfIdf,Char,Bigrams,0.9,0.0,None,277,L1,0.16500820239733857,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.0,None,277,L1,0.14960623267822845,Split
kNN,TfIdf,Char,Bigrams,0.9,0.0,None,277,L2,0.10981743628615499,Split
Logit,TfIdf,Char,Bigrams,0.9,0.0,None,277,L2,0.16066065201989832,Split
SVM,TfIdf,Char,Bigrams,0.9,0.0,None,277,L2,0.16771666409438005,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.0,None,277,L2,0.16349702566947386,Split
kNN,TfIdf,Char,Bigrams,0.9,0.0,1000,277,StandardScaler,0.2205377367450961,Split
SVM,TfIdf,Char,Bigrams,0.9,0.0,1000,277,StandardScaler,0.1818231733046386,Split
Logit,TfIdf,Char,Bigrams,0.9,0.0,1000,277,StandardScaler,0.3654486266993154,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.0,1000,277,StandardScaler,0.1657777825766307,Split
kNN,TfIdf,Char,Bigrams,0.9,0.0,1000,277,L1,0.07401697988293669,Split
Logit,TfIdf,Char,Bigrams,0.9,0.0,1000,277,L1,0.06619335919854757,Split
SVM,TfIdf,Char,Bigrams,0.9,0.0,1000,277,L1,0.16500820239733857,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.0,1000,277,L1,0.1612459509999111,Split
kNN,TfIdf,Char,Bigrams,0.9,0.0,1000,277,L2,0.10981743628615499,Split
Logit,TfIdf,Char,Bigrams,0.9,0.0,1000,277,L2,0.16066065201989832,Split
SVM,TfIdf,Char,Bigrams,0.9,0.0,1000,277,L2,0.16771666409438005,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.0,1000,277,L2,0.15260720911566775,Split
kNN,TfIdf,Char,Bigrams,0.9,0.1,None,191,StandardScaler,0.19617443260124026,Split
SVM,TfIdf,Char,Bigrams,0.9,0.1,None,191,StandardScaler,0.16027257078203302,Split
Logit,TfIdf,Char,Bigrams,0.9,0.1,None,191,StandardScaler,0.3105797245979089,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.1,None,191,StandardScaler,0.16335822845815237,Split
kNN,TfIdf,Char,Bigrams,0.9,0.1,None,191,L1,0.08410128704961556,Split
Logit,TfIdf,Char,Bigrams,0.9,0.1,None,191,L1,0.06619335919854757,Split
SVM,TfIdf,Char,Bigrams,0.9,0.1,None,191,L1,0.1513591674993216,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.1,None,191,L1,0.15035522611045335,Split
kNN,TfIdf,Char,Bigrams,0.9,0.1,None,191,L2,0.12002979148898425,Split
Logit,TfIdf,Char,Bigrams,0.9,0.1,None,191,L2,0.15705424163712145,Split
SVM,TfIdf,Char,Bigrams,0.9,0.1,None,191,L2,0.16492656586579063,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.1,None,191,L2,0.1531619579642944,Split
kNN,TfIdf,Char,Bigrams,0.9,0.1,1000,191,StandardScaler,0.19617443260124026,Split
SVM,TfIdf,Char,Bigrams,0.9,0.1,1000,191,StandardScaler,0.16027257078203302,Split
Logit,TfIdf,Char,Bigrams,0.9,0.1,1000,191,StandardScaler,0.3105797245979089,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.1,1000,191,StandardScaler,0.16319048305009676,Split
kNN,TfIdf,Char,Bigrams,0.9,0.1,1000,191,L1,0.08410128704961556,Split
Logit,TfIdf,Char,Bigrams,0.9,0.1,1000,191,L1,0.06619335919854757,Split
SVM,TfIdf,Char,Bigrams,0.9,0.1,1000,191,L1,0.1513591674993216,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.1,1000,191,L1,0.1540038720321942,Split
kNN,TfIdf,Char,Bigrams,0.9,0.1,1000,191,L2,0.12002979148898425,Split
Logit,TfIdf,Char,Bigrams,0.9,0.1,1000,191,L2,0.15705424163712145,Split
SVM,TfIdf,Char,Bigrams,0.9,0.1,1000,191,L2,0.16492656586579063,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.1,1000,191,L2,0.15920588221958704,Split
kNN,TfIdf,Char,Bigrams,0.9,0.2,None,172,StandardScaler,0.2167697117852403,Split
SVM,TfIdf,Char,Bigrams,0.9,0.2,None,172,StandardScaler,0.16788136546581214,Split
Logit,TfIdf,Char,Bigrams,0.9,0.2,None,172,StandardScaler,0.28572260995524335,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.2,None,172,StandardScaler,0.16702765256679694,Split
kNN,TfIdf,Char,Bigrams,0.9,0.2,None,172,L1,0.08849969877086372,Split
Logit,TfIdf,Char,Bigrams,0.9,0.2,None,172,L1,0.06619335919854757,Split
SVM,TfIdf,Char,Bigrams,0.9,0.2,None,172,L1,0.15074545547313342,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.2,None,172,L1,0.1500121638940877,Split
kNN,TfIdf,Char,Bigrams,0.9,0.2,None,172,L2,0.1061960210761499,Split
Logit,TfIdf,Char,Bigrams,0.9,0.2,None,172,L2,0.15743320007794354,Split
SVM,TfIdf,Char,Bigrams,0.9,0.2,None,172,L2,0.16345426220388423,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.2,None,172,L2,0.14368960958971563,Split
kNN,TfIdf,Char,Bigrams,0.9,0.2,1000,172,StandardScaler,0.2167697117852403,Split
SVM,TfIdf,Char,Bigrams,0.9,0.2,1000,172,StandardScaler,0.16788136546581214,Split
Logit,TfIdf,Char,Bigrams,0.9,0.2,1000,172,StandardScaler,0.28572260995524335,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.2,1000,172,StandardScaler,0.15220539574779088,Split
kNN,TfIdf,Char,Bigrams,0.9,0.2,1000,172,L1,0.08849969877086372,Split
Logit,TfIdf,Char,Bigrams,0.9,0.2,1000,172,L1,0.06619335919854757,Split
SVM,TfIdf,Char,Bigrams,0.9,0.2,1000,172,L1,0.15074545547313342,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.2,1000,172,L1,0.14357273253823535,Split
kNN,TfIdf,Char,Bigrams,0.9,0.2,1000,172,L2,0.1061960210761499,Split
Logit,TfIdf,Char,Bigrams,0.9,0.2,1000,172,L2,0.15743320007794354,Split
SVM,TfIdf,Char,Bigrams,0.9,0.2,1000,172,L2,0.16345426220388423,Split
RandomForest,TfIdf,Char,Bigrams,0.9,0.2,1000,172,L2,0.14647678707549214,Split
kNN,TfIdf,Char,Bigrams,1.0,0.0,None,329,StandardScaler,0.21477592476862026,Split
SVM,TfIdf,Char,Bigrams,1.0,0.0,None,329,StandardScaler,0.19213767552817304,Split
Logit,TfIdf,Char,Bigrams,1.0,0.0,None,329,StandardScaler,0.3619724000732078,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.0,None,329,StandardScaler,0.16910914575402547,Split
kNN,TfIdf,Char,Bigrams,1.0,0.0,None,329,L1,0.08470141976620482,Split
Logit,TfIdf,Char,Bigrams,1.0,0.0,None,329,L1,0.06619335919854757,Split
SVM,TfIdf,Char,Bigrams,1.0,0.0,None,329,L1,0.1647804007487065,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.0,None,329,L1,0.154084595719238,Split
kNN,TfIdf,Char,Bigrams,1.0,0.0,None,329,L2,0.10524609528530603,Split
Logit,TfIdf,Char,Bigrams,1.0,0.0,None,329,L2,0.15194782769527468,Split
SVM,TfIdf,Char,Bigrams,1.0,0.0,None,329,L2,0.16386936746324407,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.0,None,329,L2,0.1656646812607704,Split
kNN,TfIdf,Char,Bigrams,1.0,0.0,1000,329,StandardScaler,0.21477592476862026,Split
SVM,TfIdf,Char,Bigrams,1.0,0.0,1000,329,StandardScaler,0.19213767552817304,Split
Logit,TfIdf,Char,Bigrams,1.0,0.0,1000,329,StandardScaler,0.3619724000732078,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.0,1000,329,StandardScaler,0.15831872543721215,Split
kNN,TfIdf,Char,Bigrams,1.0,0.0,1000,329,L1,0.08470141976620482,Split
Logit,TfIdf,Char,Bigrams,1.0,0.0,1000,329,L1,0.06619335919854757,Split
SVM,TfIdf,Char,Bigrams,1.0,0.0,1000,329,L1,0.1647804007487065,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.0,1000,329,L1,0.1496567015673195,Split
kNN,TfIdf,Char,Bigrams,1.0,0.0,1000,329,L2,0.10524609528530603,Split
Logit,TfIdf,Char,Bigrams,1.0,0.0,1000,329,L2,0.15194782769527468,Split
SVM,TfIdf,Char,Bigrams,1.0,0.0,1000,329,L2,0.16386936746324407,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.0,1000,329,L2,0.16519612996931465,Split
kNN,TfIdf,Char,Bigrams,1.0,0.1,None,243,StandardScaler,0.21461245424216038,Split
SVM,TfIdf,Char,Bigrams,1.0,0.1,None,243,StandardScaler,0.1731424261377966,Split
Logit,TfIdf,Char,Bigrams,1.0,0.1,None,243,StandardScaler,0.3379200067622707,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.1,None,243,StandardScaler,0.15149506090803905,Split
kNN,TfIdf,Char,Bigrams,1.0,0.1,None,243,L1,0.08317381408162239,Split
Logit,TfIdf,Char,Bigrams,1.0,0.1,None,243,L1,0.06619335919854757,Split
SVM,TfIdf,Char,Bigrams,1.0,0.1,None,243,L1,0.1656799531865032,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.1,None,243,L1,0.15387361816756825,Split
kNN,TfIdf,Char,Bigrams,1.0,0.1,None,243,L2,0.11319174365459078,Split
Logit,TfIdf,Char,Bigrams,1.0,0.1,None,243,L2,0.150723360928226,Split
SVM,TfIdf,Char,Bigrams,1.0,0.1,None,243,L2,0.16226809987758858,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.1,None,243,L2,0.15314357417623295,Split
kNN,TfIdf,Char,Bigrams,1.0,0.1,1000,243,StandardScaler,0.21461245424216038,Split
SVM,TfIdf,Char,Bigrams,1.0,0.1,1000,243,StandardScaler,0.1731424261377966,Split
Logit,TfIdf,Char,Bigrams,1.0,0.1,1000,243,StandardScaler,0.3379200067622707,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.1,1000,243,StandardScaler,0.16291178343497864,Split
kNN,TfIdf,Char,Bigrams,1.0,0.1,1000,243,L1,0.08317381408162239,Split
Logit,TfIdf,Char,Bigrams,1.0,0.1,1000,243,L1,0.06619335919854757,Split
SVM,TfIdf,Char,Bigrams,1.0,0.1,1000,243,L1,0.1656799531865032,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.1,1000,243,L1,0.16009621250423836,Split
kNN,TfIdf,Char,Bigrams,1.0,0.1,1000,243,L2,0.11319174365459078,Split
Logit,TfIdf,Char,Bigrams,1.0,0.1,1000,243,L2,0.150723360928226,Split
SVM,TfIdf,Char,Bigrams,1.0,0.1,1000,243,L2,0.16226809987758858,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.1,1000,243,L2,0.16430502281351725,Split
kNN,TfIdf,Char,Bigrams,1.0,0.2,None,224,StandardScaler,0.2530203116198614,Split
SVM,TfIdf,Char,Bigrams,1.0,0.2,None,224,StandardScaler,0.17620483045365817,Split
Logit,TfIdf,Char,Bigrams,1.0,0.2,None,224,StandardScaler,0.31145006090901994,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.2,None,224,StandardScaler,0.16753578663293908,Split
kNN,TfIdf,Char,Bigrams,1.0,0.2,None,224,L1,0.08483595461389472,Split
Logit,TfIdf,Char,Bigrams,1.0,0.2,None,224,L1,0.06619335919854757,Split
SVM,TfIdf,Char,Bigrams,1.0,0.2,None,224,L1,0.1656816856491321,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.2,None,224,L1,0.1572537601266005,Split
kNN,TfIdf,Char,Bigrams,1.0,0.2,None,224,L2,0.12713133092276122,Split
Logit,TfIdf,Char,Bigrams,1.0,0.2,None,224,L2,0.1496584422023244,Split
SVM,TfIdf,Char,Bigrams,1.0,0.2,None,224,L2,0.16172418119089946,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.2,None,224,L2,0.16012994199148847,Split
kNN,TfIdf,Char,Bigrams,1.0,0.2,1000,224,StandardScaler,0.2530203116198614,Split
SVM,TfIdf,Char,Bigrams,1.0,0.2,1000,224,StandardScaler,0.17620483045365817,Split
Logit,TfIdf,Char,Bigrams,1.0,0.2,1000,224,StandardScaler,0.31145006090901994,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.2,1000,224,StandardScaler,0.16070412639756979,Split
kNN,TfIdf,Char,Bigrams,1.0,0.2,1000,224,L1,0.08483595461389472,Split
Logit,TfIdf,Char,Bigrams,1.0,0.2,1000,224,L1,0.06619335919854757,Split
SVM,TfIdf,Char,Bigrams,1.0,0.2,1000,224,L1,0.1656816856491321,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.2,1000,224,L1,0.14942238260126015,Split
kNN,TfIdf,Char,Bigrams,1.0,0.2,1000,224,L2,0.12713133092276122,Split
Logit,TfIdf,Char,Bigrams,1.0,0.2,1000,224,L2,0.1496584422023244,Split
SVM,TfIdf,Char,Bigrams,1.0,0.2,1000,224,L2,0.16172418119089946,Split
RandomForest,TfIdf,Char,Bigrams,1.0,0.2,1000,224,L2,0.16173537323109716,Split
kNN,TfIdf,Char,Trigrams,0.8,0.0,None,3264,StandardScaler,0.06376494058001943,Split
RandomForest,TfIdf,Char,Trigrams,0.8,0.0,None,3264,StandardScaler,0.1617120617216792,Split
Logit,TfIdf,Char,Trigrams,0.8,0.0,None,3264,StandardScaler,0.3485043490279465,Split
SVM,TfIdf,Char,Trigrams,0.8,0.0,None,3264,StandardScaler,0.15354689709123678,Split
kNN,TfIdf,Char,Trigrams,0.8,0.0,None,3264,L1,0.05197619455846806,Split
Logit,TfIdf,Char,Trigrams,0.8,0.0,None,3264,L1,0.06619335919854757,Split
RandomForest,TfIdf,Char,Trigrams,0.8,0.0,None,3264,L1,0.16718477887572547,Split
SVM,TfIdf,Char,Trigrams,0.8,0.0,None,3264,L1,0.17300122049949127,Split
kNN,TfIdf,Char,Trigrams,0.8,0.0,None,3264,L2,0.12091437406906247,Split
Logit,TfIdf,Char,Trigrams,0.8,0.0,None,3264,L2,0.1688184573277316,Split
RandomForest,TfIdf,Char,Trigrams,0.8,0.0,None,3264,L2,0.17080099420173991,Split
SVM,TfIdf,Char,Trigrams,0.8,0.0,None,3264,L2,0.17685929966613942,Split
kNN,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,StandardScaler,0.08389835205181878,Split
SVM,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,StandardScaler,0.16292924016758428,Split
Logit,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,StandardScaler,0.35959312718136144,Split
RandomForest,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,StandardScaler,0.166115131348013,Split
kNN,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,L1,0.05430251781784734,Split
Logit,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,L1,0.06619335919854757,Split
SVM,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,L1,0.16323182156668015,Split
RandomForest,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,L1,0.1719579290924139,Split
kNN,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,L2,0.13495630306003983,Split
Logit,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,L2,0.172934840574737,Split
SVM,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,L2,0.16620080729883405,Split
RandomForest,TfIdf,Char,Trigrams,0.8,0.0,1000,1000,L2,0.19779603924263314,Split
kNN,TfIdf,Char,Trigrams,0.8,0.1,None,1091,StandardScaler,0.09745403650172631,Split
SVM,TfIdf,Char,Trigrams,0.8,0.1,None,1091,StandardScaler,0.16273815622961393,Split
Logit,TfIdf,Char,Trigrams,0.8,0.1,None,1091,StandardScaler,0.3530056217561745,Split
RandomForest,TfIdf,Char,Trigrams,0.8,0.1,None,1091,StandardScaler,0.1754132875485469,Split
kNN,TfIdf,Char,Trigrams,0.8,0.1,None,1091,L1,0.05435562076262715,Split
Logit,TfIdf,Char,Trigrams,0.8,0.1,None,1091,L1,0.06619335919854757,Split
SVM,TfIdf,Char,Trigrams,0.8,0.1,None,1091,L1,0.16130463981431417,Split
RandomForest,TfIdf,Char,Trigrams,0.8,0.1,None,1091,L1,0.16949611209350632,Split
kNN,TfIdf,Char,Trigrams,0.8,0.1,None,1091,L2,0.13197349268533934,Split
Logit,TfIdf,Char,Trigrams,0.8,0.1,None,1091,L2,0.17256342085461263,Split
SVM,TfIdf,Char,Trigrams,0.8,0.1,None,1091,L2,0.1657964837093224,Split
RandomForest,TfIdf,Char,Trigrams,0.8,0.1,None,1091,L2,0.17289675202470792,Split
kNN,TfIdf,Char,Trigrams,0.8,0.1,1000,1000,StandardScaler,0.08260423370063348,Split
SVM,TfIdf,Char,Trigrams,0.8,0.1,1000,1000,StandardScaler,0.16296238044671288,Split
Logit,TfIdf,Char,Trigrams,0.8,0.1,1000,1000,StandardScaler,0.3589448383581562,Split
RandomForest,TfIdf,Char,Trigrams,0.8,0.1,1000,1000,StandardScaler,0.17090286436231575,Split
kNN,TfIdf,Char,Trigrams,0.8,0.1,1000,1000,L1,0.05430251781784734,Split
Logit,TfIdf,Char,Trigrams,0.8,0.1,1000,1000,L1,0.06619335919854757,Split
